,stock,entry_time,entry_price,exit_time,exit_price,pnl
2015-04-27,16,2015-04-27,126.2,2015-05-06,132.9,0.05309033280507134
2015-04-28,1088,2015-04-28,20.6,2015-05-29,19.0,-0.07766990291262142
2015-04-29,823,2015-04-29,47.25,2015-05-06,47.75,0.010582010582010581
2015-05-04,669,2015-05-04,27.8,2015-06-25,26.85,-0.03417266187050357
2015-05-08,17,2015-05-08,10.7,2015-07-15,9.66,-0.09719626168224292
2015-05-11,19,2015-05-11,106.0,2015-05-19,105.1,-0.008490566037735903
2015-05-14,66,2015-05-14,37.5,2015-06-16,36.45,-0.027999999999999924
2015-05-18,823,2015-05-18,46.5,2015-06-24,46.1,-0.008602150537634377
2015-05-20,267,2015-05-20,15.18,2015-07-16,13.4,-0.1172595520421607
2015-05-26,151,2015-05-26,8.8,2015-06-26,8.39,-0.046590909090909106
2015-06-01,1299,2015-06-01,51.25,2015-06-16,50.5,-0.014634146341463415
2015-06-04,2313,2015-06-04,37.9,2015-06-25,38.0,0.002638522427440671
2015-06-04,83,2015-06-04,13.4,2015-06-26,13.06,-0.025373134328358197
2015-06-05,1928,2015-06-05,30.5,2015-07-16,31.6,0.03606557377049185
2015-06-05,27,2015-06-05,36.45,2015-08-04,34.85,-0.04389574759945134
2015-06-08,175,2015-06-08,3.91,2015-06-29,4.08,0.043478260869565195
2015-06-08,6,2015-06-08,72.0,2015-08-06,72.75,0.010416666666666666
2015-06-10,19,2015-06-10,100.6,2015-07-16,97.8,-0.027833001988071544
2015-06-12,2628,2015-06-12,35.95,2015-06-26,33.8,-0.059805285118219906
2015-06-12,12,2015-06-12,53.8,2015-08-31,48.2,-0.10408921933085492
2015-06-18,1093,2015-06-18,7.6,2015-06-29,7.48,-0.015789473684210423
2015-06-22,2,2015-06-22,66.4,2015-08-06,66.05,-0.005271084337349526
2015-06-22,1109,2015-06-22,24.5,2015-06-26,25.25,0.030612244897959183
2015-06-23,2318,2015-06-23,109.7,2015-06-26,108.8,-0.008204193254330042
2015-06-23,3328,2015-06-23,7.92,2015-06-29,7.9,-0.0025252525252524713
2015-06-23,762,2015-06-23,12.32,2015-09-11,10.44,-0.15259740259740265
2015-06-23,1038,2015-06-23,63.15,2015-07-20,62.2,-0.015043547110055356
2015-06-23,1088,2015-06-23,18.0,2015-09-11,13.44,-0.25333333333333335
2015-06-26,101,2015-06-26,23.7,2015-07-15,22.2,-0.06329113924050633
2015-06-26,288,2015-06-26,5.6,2015-07-16,5.22,-0.06785714285714284
2015-07-02,1299,2015-07-02,52.5,2015-07-06,50.75,-0.03333333333333333
2015-07-02,2313,2015-07-02,37.45,2015-07-15,38.0,0.014686248331108067
2015-07-02,3988,2015-07-02,5.07,2016-04-01,3.21,-0.36686390532544383
2015-07-02,2018,2015-07-02,45.4,2015-07-23,41.45,-0.08700440528634353
2015-07-02,3328,2015-07-02,8.08,2015-12-04,5.52,-0.3168316831683169
2015-07-02,2628,2015-07-02,33.8,2015-07-16,30.2,-0.10650887573964492
2015-07-02,3,2015-07-02,16.5,2015-09-11,15.16,-0.08121212121212121
2015-07-02,175,2015-07-02,4.1,2015-09-11,3.27,-0.20243902439024383
2015-07-02,1398,2015-07-02,6.19,2015-10-14,4.9,-0.2084006462035541
2015-07-02,2319,2015-07-02,38.45,2016-02-17,11.56,-0.6993498049414824
2015-07-02,2382,2015-07-02,16.9,2015-07-16,17.0,0.005917159763313694
2015-07-02,1109,2015-07-02,25.05,2015-07-23,23.15,-0.07584830339321366
2015-07-02,1093,2015-07-02,7.7,2015-07-16,7.31,-0.05064935064935072
2015-07-02,688,2015-07-02,27.8,2015-07-23,26.5,-0.046762589928057575
2015-07-02,83,2015-07-02,13.6,2015-09-11,11.66,-0.14264705882352938
2015-07-02,939,2015-07-02,7.13,2015-11-09,5.57,-0.21879382889200555
2015-07-03,388,2015-07-03,268.8,2015-10-09,195.1,-0.27418154761904767
2015-07-03,669,2015-07-03,26.8,2015-07-22,27.75,0.03544776119402982
2015-07-06,700,2015-07-06,153.7,2015-07-23,156.5,0.018217306441119137
2015-07-06,151,2015-07-06,8.11,2015-07-27,8.19,0.009864364981504324
2015-07-07,11,2015-07-07,150.0,2015-07-15,150.5,0.0033333333333333335
2015-07-08,1299,2015-07-08,49.2,2015-07-15,50.4,0.024390243902438935
2015-07-10,16,2015-07-10,123.2,2016-07-07,97.35,-0.20982142857142863
2015-07-10,2007,2015-07-10,3.02,2015-09-01,2.73,-0.09602649006622517
2015-07-10,2318,2015-07-10,94.0,2015-07-15,95.0,0.010638297872340425
2015-07-10,66,2015-07-10,34.8,2015-08-13,36.0,0.03448275862068974
2015-07-10,5,2015-07-10,67.0,2015-08-10,70.8,0.056716417910447715
2015-07-10,883,2015-07-10,9.96,2015-10-09,9.3,-0.06626506024096386
2015-07-10,1044,2015-07-10,85.5,2015-07-24,88.5,0.03508771929824561
2015-07-10,2388,2015-07-10,30.3,2015-07-15,31.0,0.02310231023102308
2015-07-10,857,2015-07-10,8.1,2015-10-09,6.29,-0.22345679012345676
2015-07-13,941,2015-07-13,94.8,2015-07-23,99.95,0.05432489451476799
2015-07-13,823,2015-07-13,44.0,2015-07-21,45.7,0.0386363636363637
2015-07-20,1,2015-07-20,115.5,2015-09-01,102.5,-0.11255411255411256
2015-07-29,823,2015-07-29,45.7,2015-09-11,41.45,-0.09299781181619256
2015-07-29,1299,2015-07-29,50.8,2015-10-14,43.65,-0.14074803149606296
2015-07-30,688,2015-07-30,24.75,2015-10-07,24.2,-0.02222222222222225
2015-07-30,700,2015-07-30,145.6,2015-10-14,143.0,-0.017857142857142818
2015-07-30,1093,2015-07-30,7.19,2015-10-07,7.11,-0.011126564673157173
2015-07-30,669,2015-07-30,28.75,2015-08-03,27.35,-0.048695652173912994
2015-07-31,2388,2015-07-31,31.1,2016-04-25,24.25,-0.22025723472668815
2015-08-03,1044,2015-08-03,86.65,2015-11-16,79.85,-0.07847663012117728
2015-08-04,941,2015-08-04,98.45,2015-08-31,93.45,-0.05078720162519045
2015-08-05,1109,2015-08-05,21.7,2015-10-09,20.75,-0.04377880184331794
2015-08-06,17,2015-08-06,9.33,2015-11-16,7.83,-0.1607717041800643
2015-08-07,151,2015-08-07,7.66,2016-04-11,6.13,-0.1997389033942559
2015-08-10,2318,2015-08-10,44.0,2016-07-20,36.15,-0.17840909090909093
2015-08-10,386,2015-08-10,5.77,2015-09-11,5.3,-0.08145580589254763
2015-08-14,1177,2015-08-14,8.89,2015-08-19,8.79,-0.011248593925759439
2015-08-14,2382,2015-08-14,14.78,2015-09-22,15.66,0.05953991880920168
2015-08-17,2018,2015-08-17,41.75,2015-09-01,43.55,0.04311377245508975
2015-08-20,669,2015-08-20,29.45,2015-09-11,29.5,0.0016977928692699733
2015-08-26,1177,2015-08-26,8.08,2015-09-02,8.65,0.07054455445544558
2015-08-26,11,2015-08-26,136.0,2015-09-11,146.4,0.07647058823529417
2015-08-26,101,2015-08-26,17.5,2015-10-27,19.86,0.13485714285714281
2015-08-26,1113,2015-08-26,51.2,2016-03-16,47.0,-0.08203125000000006
2015-08-27,5,2015-08-27,61.05,2015-11-09,61.65,0.009828009828009852
2015-08-27,2,2015-08-27,64.45,2015-08-31,64.15,-0.004654771140418885
2015-08-27,2313,2015-08-27,37.5,2015-09-02,38.25,0.02
2015-08-27,288,2015-08-27,4.15,2015-10-15,4.35,0.04819277108433717
2015-08-28,267,2015-08-28,14.5,2015-09-22,14.34,-0.0110344827586207
2015-08-28,27,2015-08-28,28.0,2016-02-03,22.9,-0.1821428571428572
2015-08-28,19,2015-08-28,85.75,2015-11-19,86.7,0.011078717201166214
2015-08-28,66,2015-08-28,34.8,2015-09-11,35.35,0.015804597701149548
2015-08-31,6,2015-08-31,66.95,2015-09-24,73.0,0.09036594473487673
2015-09-01,1038,2015-09-01,63.7,2015-09-11,67.55,0.06043956043956035
2015-09-09,2,2015-09-09,64.0,2015-09-11,64.35,0.005468749999999911
2015-09-09,941,2015-09-09,92.75,2015-09-11,93.1,0.0037735849056603162
2015-09-18,1,2015-09-18,103.7,2015-11-16,100.5,-0.030858244937319215
2015-09-22,1928,2015-09-22,27.85,2015-10-20,28.7,0.030520646319569043
2015-09-25,669,2015-09-25,29.05,2015-10-27,28.0,-0.03614457831325304
2015-10-02,83,2015-10-02,11.88,2015-10-07,11.94,0.0050505050505049425
2015-10-02,175,2015-10-02,3.94,2015-10-06,3.79,-0.03807106598984769
2015-10-05,267,2015-10-05,14.7,2016-03-15,12.1,-0.1768707482993197
2015-10-06,762,2015-10-06,10.14,2015-10-16,10.62,0.04733727810650874
2015-10-06,12,2015-10-06,48.4,2015-10-20,49.6,0.024793388429752126
2015-10-07,66,2015-10-07,34.0,2015-10-27,35.2,0.035294117647058906
2015-10-08,386,2015-10-08,5.5,2016-03-01,4.45,-0.1909090909090909
2015-10-13,2313,2015-10-13,38.55,2015-10-30,37.7,-0.022049286640726185
2015-10-16,1093,2015-10-16,7.15,2015-11-27,7.27,0.016783216783216672
2015-11-04,83,2015-11-04,11.82,2015-11-16,11.18,-0.05414551607445013
2015-11-05,12,2015-11-05,50.1,2015-11-16,46.95,-0.06287425149700596
2015-11-06,762,2015-11-06,10.2,2016-01-21,8.29,-0.18725490196078434
2015-11-09,288,2015-11-09,4.25,2016-01-04,4.3,0.0117647058823529
2015-11-12,1109,2015-11-12,21.2,2015-12-28,22.1,0.04245283018867935
2015-11-12,2313,2015-11-12,39.85,2015-11-25,41.0,0.02885821831869507
2015-11-12,669,2015-11-12,31.05,2015-11-25,31.25,0.006441223832528157
2015-11-13,2628,2015-11-13,28.2,2016-04-19,19.7,-0.30141843971631205
2015-11-13,941,2015-11-13,91.25,2016-01-21,80.1,-0.12219178082191787
2015-11-13,1928,2015-11-13,28.2,2015-12-07,26.8,-0.04964539007092194
2015-11-13,66,2015-11-13,35.6,2015-11-25,36.25,0.018258426966292093
2015-11-16,2018,2015-11-16,53.85,2015-11-23,57.95,0.07613741875580318
2015-11-20,857,2015-11-20,5.5,2016-01-27,4.55,-0.17272727272727276
2015-11-20,2,2015-11-20,66.45,2015-12-03,65.0,-0.021820917983446243
2015-11-24,883,2015-11-24,8.42,2015-11-30,8.37,-0.0059382422802851205
2015-12-01,83,2015-12-01,11.56,2016-03-09,11.5,-0.005190311418685164
2015-12-02,12,2015-12-02,48.8,2015-12-21,47.65,-0.023565573770491774
2015-12-02,688,2015-12-02,27.35,2015-12-28,26.85,-0.018281535648994516
2015-12-02,1038,2015-12-02,68.55,2015-12-23,70.6,0.029905178701677568
2015-12-02,11,2015-12-02,143.4,2015-12-29,146.0,0.018131101813110142
2015-12-02,1,2015-12-02,104.2,2015-12-18,101.2,-0.02879078694817658
2015-12-04,2313,2015-12-04,41.0,2015-12-14,42.3,0.03170731707317066
2015-12-04,2382,2015-12-04,18.3,2016-01-08,17.92,-0.020765027322404317
2015-12-04,17,2015-12-04,7.75,2016-07-06,7.78,0.003870967741935516
2015-12-07,6,2015-12-07,71.0,2016-01-18,69.05,-0.027464788732394406
2015-12-07,101,2015-12-07,18.54,2016-07-06,15.36,-0.1715210355987055
2015-12-08,3328,2015-12-08,5.45,2015-12-29,5.5,0.009174311926605472
2015-12-08,1088,2015-12-08,12.1,2016-02-02,11.24,-0.0710743801652892
2015-12-14,388,2015-12-14,189.4,2015-12-21,198.6,0.04857444561774017
2015-12-14,1928,2015-12-14,25.0,2015-12-23,25.6,0.024000000000000056
2015-12-16,2007,2015-12-16,2.97,2015-12-21,3.08,0.03703703703703699
2015-12-16,1044,2015-12-16,75.6,2016-03-17,66.45,-0.12103174603174593
2015-12-17,883,2015-12-17,8.1,2015-12-29,8.23,0.01604938271604948
2015-12-17,5,2015-12-17,61.0,2015-12-21,61.0,0.0
2015-12-17,1299,2015-12-17,46.55,2016-04-05,43.55,-0.0644468313641246
2015-12-18,2018,2015-12-18,50.8,2016-01-29,49.9,-0.017716535433070838
2016-01-06,11,2016-01-06,145.5,2016-02-24,130.6,-0.10240549828178698
2016-01-07,19,2016-01-07,84.3,2016-06-06,85.9,0.018979833926453245
2016-01-07,2,2016-01-07,65.15,2016-02-12,65.75,0.009209516500383642
2016-01-11,700,2016-01-11,138.2,2016-01-27,143.9,0.04124457308248927
2016-01-11,1398,2016-01-11,4.22,2016-04-01,4.34,0.028436018957345998
2016-01-11,388,2016-01-11,181.5,2016-03-24,182.1,0.003305785123966911
2016-01-11,1038,2016-01-11,69.95,2016-01-21,69.35,-0.008577555396712058
2016-01-14,175,2016-01-14,3.45,2016-03-10,3.29,-0.04637681159420294
2016-01-14,1177,2016-01-14,5.4,2016-03-24,5.85,0.08333333333333319
2016-01-14,669,2016-01-14,29.95,2016-03-01,29.25,-0.023372287145242046
2016-01-14,66,2016-01-14,36.75,2016-02-22,36.1,-0.017687074829931933
2016-01-14,1,2016-01-14,98.5,2016-03-08,98.25,-0.0025380710659898475
2016-01-14,12,2016-01-14,42.6,2016-02-01,42.15,-0.010563380281690207
2016-01-14,823,2016-01-14,44.9,2016-02-02,43.65,-0.02783964365256125
2016-01-14,883,2016-01-14,7.07,2016-02-12,7.45,0.05374823196605373
2016-01-15,2382,2016-01-15,18.0,2016-01-27,16.18,-0.10111111111111112
2016-01-19,2313,2016-01-19,39.15,2016-01-27,39.25,0.0025542784163474185
2016-01-20,688,2016-01-20,22.55,2016-07-06,24.7,0.0953436807095343
2016-01-20,2007,2016-01-20,2.96,2016-03-11,3.28,0.10810810810810806
2016-01-20,6,2016-01-20,68.4,2016-02-02,70.2,0.026315789473684167
2016-01-25,5,2016-01-25,53.7,2016-04-25,51.6,-0.03910614525139667
2016-01-25,1109,2016-01-25,18.5,2016-03-04,20.05,0.08378378378378382
2016-01-25,1928,2016-01-25,23.6,2016-02-04,25.1,0.0635593220338983
2016-01-26,1093,2016-01-26,6.96,2016-03-24,6.84,-0.017241379310344845
2016-01-28,3,2016-01-28,13.3,2016-03-04,13.86,0.04210526315789464
2016-01-29,939,2016-01-29,4.6,2016-04-01,4.96,0.07826086956521747
2016-02-15,6,2016-02-15,72.35,2016-02-17,72.95,0.008293020041465218
2016-02-15,27,2016-02-15,24.05,2016-02-17,24.9,0.035343035343035255
2016-02-16,1928,2016-02-16,25.8,2016-02-22,26.7,0.0348837209302325
2016-02-16,1088,2016-02-16,11.36,2016-03-09,12.28,0.08098591549295775
2016-02-16,700,2016-02-16,138.2,2016-02-22,141.0,0.020260492040521067
2016-02-18,2018,2016-02-18,48.8,2016-02-23,52.1,0.06762295081967222
2016-02-29,2382,2016-02-29,17.74,2016-03-04,18.46,0.0405862457722662
2016-03-01,941,2016-03-01,83.25,2016-03-08,84.7,0.017417417417417452
2016-03-03,2313,2016-03-03,39.5,2016-03-11,38.9,-0.015189873417721555
2016-03-04,3328,2016-03-04,4.68,2016-04-19,5.08,0.08547008547008556
2016-03-14,1038,2016-03-14,75.2,2016-04-07,75.5,0.003989361702127622
2016-03-15,823,2016-03-15,44.9,2016-03-23,46.3,0.031180400890868567
2016-03-18,11,2016-03-18,134.9,2016-04-25,140.1,0.03854707190511481
2016-03-18,2007,2016-03-18,3.07,2016-06-01,3.1,0.00977198697068412
2016-03-22,669,2016-03-22,30.95,2016-05-18,30.75,-0.0064620355411954536
2016-03-22,941,2016-03-22,85.2,2016-04-05,85.75,0.00645539906103283
2016-03-24,12,2016-03-24,46.6,2016-05-24,44.35,-0.048283261802575105
2016-03-30,3,2016-03-30,14.22,2016-04-05,14.14,-0.005625879043600567
2016-03-30,823,2016-03-30,45.9,2016-04-01,46.05,0.0032679738562091196
2016-03-31,66,2016-03-31,38.2,2016-04-12,38.05,-0.003926701570680776
2016-03-31,1044,2016-03-31,67.0,2016-04-18,73.3,0.09402985074626861
2016-04-07,2,2016-04-07,70.0,2016-04-21,73.0,0.04285714285714286
2016-04-08,1398,2016-04-08,4.0,2016-04-19,4.36,0.09000000000000008
2016-04-11,2313,2016-04-11,40.15,2016-05-31,38.7,-0.0361145703611456
2016-04-12,1088,2016-04-12,12.08,2016-04-18,13.02,0.0778145695364238
2016-04-13,1177,2016-04-13,5.75,2016-07-14,5.7,-0.008695652173913012
2016-04-14,1,2016-04-14,99.5,2016-08-22,97.2,-0.02311557788944721
2016-04-14,3988,2016-04-14,3.28,2016-04-21,3.24,-0.012195121951219388
2016-04-22,1093,2016-04-22,6.8,2016-05-19,6.95,0.022058823529411818
2016-05-06,1109,2016-05-06,18.54,2016-06-13,18.0,-0.029126213592232966
2016-05-10,27,2016-05-10,24.3,2016-06-02,25.75,0.059670781893004086
2016-05-10,2018,2016-05-10,54.1,2016-05-19,60.0,0.10905730129390015
2016-05-10,823,2016-05-10,47.3,2016-05-16,46.8,-0.010570824524312896
2016-05-11,941,2016-05-11,87.95,2016-06-03,89.6,0.01876065946560536
2016-05-11,1928,2016-05-11,27.7,2016-05-30,29.0,0.046931407942238296
2016-05-12,5,2016-05-12,48.35,2016-05-19,48.5,0.0031023784901757718
2016-05-12,6,2016-05-12,77.2,2016-07-26,74.55,-0.034326424870466395
2016-05-12,1299,2016-05-12,44.0,2016-06-14,44.7,0.015909090909090973
2016-05-12,2,2016-05-12,73.25,2016-05-31,72.55,-0.0095563139931741
2016-05-17,1088,2016-05-17,12.0,2016-05-30,12.44,0.036666666666666625
2016-05-19,388,2016-05-19,178.6,2016-08-18,192.5,0.07782754759238525
2016-05-23,11,2016-05-23,133.4,2016-06-01,137.7,0.032233883058470636
2016-05-23,1113,2016-05-23,45.95,2016-07-06,48.5,0.055495103373231706
2016-05-23,823,2016-05-23,47.05,2016-05-30,46.8,-0.005313496280552604
2016-05-23,857,2016-05-23,5.2,2016-06-06,5.44,0.04615384615384619
2016-05-24,66,2016-05-24,36.0,2016-05-27,36.1,0.0027777777777778173
2016-05-26,1044,2016-05-26,68.7,2016-06-02,70.5,0.026200873362445372
2016-05-26,700,2016-05-26,164.9,2016-05-31,172.0,0.04305639781685867
2016-05-26,939,2016-05-26,4.84,2016-06-13,5.05,0.04338842975206611
2016-05-26,1398,2016-05-26,4.0,2016-08-17,4.83,0.20750000000000002
2016-05-27,1038,2016-05-27,73.15,2016-06-14,72.7,-0.006151742993848295
2016-05-30,669,2016-05-30,30.8,2016-06-08,31.3,0.016233766233766232
2016-05-31,2018,2016-05-31,62.95,2016-06-06,64.1,0.01826846703733108
2016-06-03,2,2016-06-03,73.7,2016-06-14,75.0,0.01763907734056984
2016-06-08,3328,2016-06-08,5.08,2016-10-27,5.96,0.17322834645669288
2016-06-16,2382,2016-06-16,26.2,2016-07-14,28.5,0.08778625954198477
2016-06-16,2313,2016-06-16,38.15,2016-07-07,38.65,0.013106159895150722
2016-06-16,700,2016-06-16,172.8,2016-08-10,187.1,0.08275462962962953
2016-06-17,386,2016-06-17,5.25,2016-06-27,5.2,-0.00952380952380949
2016-06-17,2319,2016-06-17,13.14,2016-07-15,13.7,0.042617960426179505
2016-06-17,66,2016-06-17,37.1,2016-07-07,39.4,0.06199460916442041
2016-06-20,1038,2016-06-20,72.5,2016-06-22,73.75,0.017241379310344827
2016-06-20,288,2016-06-20,6.04,2016-06-27,5.95,-0.014900662251655606
2016-06-20,1088,2016-06-20,12.86,2016-06-24,13.42,0.04354587869362368
2016-06-20,1109,2016-06-20,17.68,2016-07-19,19.12,0.08144796380090505
2016-06-20,1044,2016-06-20,70.0,2016-07-20,67.35,-0.037857142857142936
2016-06-20,669,2016-06-20,31.1,2016-07-06,32.15,0.03376205787781341
2016-06-20,5,2016-06-20,49.0,2016-06-27,46.4,-0.053061224489795944
2016-06-21,19,2016-06-21,84.6,2016-06-27,84.0,-0.007092198581560217
2016-06-21,883,2016-06-21,9.43,2016-06-24,9.44,0.0010604453870625436
2016-06-23,3,2016-06-23,13.46,2016-09-13,14.6,0.08469539375928668
2016-06-28,175,2016-06-28,4.09,2016-07-14,4.54,0.11002444987775066
2016-06-28,1093,2016-06-28,6.67,2016-07-06,6.75,0.01199400299850076
2016-06-28,3988,2016-06-28,2.96,2016-07-20,3.16,0.06756756756756763
2016-06-28,941,2016-06-28,84.65,2016-07-06,87.45,0.033077377436503214
2016-06-28,823,2016-06-28,51.5,2016-07-04,52.15,0.012621359223300944
2016-06-30,857,2016-06-30,5.29,2016-10-11,5.65,0.06805293005671084
2016-06-30,12,2016-06-30,42.75,2016-08-01,46.4,0.08538011695906429
2016-06-30,83,2016-06-30,12.66,2016-07-06,12.8,0.011058451816745701
2016-07-04,267,2016-07-04,11.08,2016-07-18,11.78,0.06317689530685915
2016-07-04,1299,2016-07-04,46.6,2016-07-15,47.9,0.027896995708154446
2016-07-04,883,2016-07-04,9.72,2016-08-23,9.68,-0.0041152263374486546
2016-07-05,11,2016-07-05,133.0,2016-08-01,139.1,0.045864661654135296
2016-07-06,1928,2016-07-06,25.05,2016-07-20,27.15,0.08383233532934123
2016-07-08,1093,2016-07-08,6.81,2016-07-18,6.96,0.022026431718061727
2016-07-08,386,2016-07-08,5.46,2016-07-20,5.68,0.04029304029304025
2016-07-08,941,2016-07-08,87.35,2016-07-25,97.0,0.11047510017172303
2016-07-11,939,2016-07-11,5.19,2016-08-04,5.3,0.0211946050096338
2016-07-11,27,2016-07-11,23.1,2016-07-20,23.85,0.032467532467532464
2016-07-13,2388,2016-07-13,24.15,2016-07-29,25.7,0.06418219461697726
2016-07-14,2018,2016-07-14,66.55,2016-08-12,76.3,0.14650638617580766
2016-07-15,151,2016-07-15,5.3,2016-08-16,4.88,-0.0792452830188679
2016-07-15,1038,2016-07-15,66.8,2016-07-19,67.3,0.0074850299401197605
2016-07-21,101,2016-07-21,16.54,2016-11-14,16.32,-0.013301088270858456
2016-07-22,762,2016-07-22,8.1,2016-08-11,8.25,0.018518518518518563
2016-07-26,1044,2016-07-26,66.4,2016-08-10,66.5,0.0015060240963854564
2016-07-27,288,2016-07-27,6.21,2016-08-04,6.06,-0.024154589371980735
2016-07-28,1177,2016-07-28,5.46,2016-10-11,5.79,0.060439560439560454
2016-07-29,669,2016-07-29,33.1,2016-08-19,31.5,-0.048338368580060465
2016-08-03,267,2016-08-03,11.88,2016-08-11,12.2,0.02693602693602681
2016-08-03,1093,2016-08-03,6.97,2016-08-30,7.65,0.09756097560975618
2016-08-03,2007,2016-08-03,3.23,2016-08-11,3.32,0.02786377708978324
2016-08-03,2319,2016-08-03,13.2,2016-08-12,13.42,0.016666666666666715
2016-08-05,1113,2016-08-05,54.7,2016-10-20,55.25,0.01005484460694693
2016-08-08,2628,2016-08-08,17.88,2016-08-18,19.16,0.07158836689038038
2016-08-10,386,2016-08-10,5.6,2016-09-27,5.4,-0.03571428571428559
2016-08-10,11,2016-08-10,134.3,2016-09-13,140.7,0.047654504839910475
2016-08-11,19,2016-08-11,91.7,2016-11-14,78.0,-0.1494002181025082
2016-08-11,27,2016-08-11,27.3,2016-09-13,28.8,0.054945054945054944
2016-08-16,66,2016-08-16,42.3,2016-10-03,43.25,0.022458628841607632
2016-08-23,669,2016-08-23,30.95,2016-11-10,29.0,-0.06300484652665587
2016-08-24,288,2016-08-24,6.2,2016-08-26,6.01,-0.03064516129032264
2016-08-25,2,2016-08-25,79.35,2016-09-26,80.0,0.008191556395715258
2016-08-26,2319,2016-08-26,15.3,2016-08-30,15.0,-0.019607843137254947
2016-08-29,1044,2016-08-29,67.7,2016-09-08,69.0,0.019202363367799073
2016-08-30,2007,2016-08-30,3.85,2016-11-07,4.17,0.08311688311688308
2016-09-08,1088,2016-09-08,14.32,2016-09-12,14.52,0.013966480446927325
2016-09-09,288,2016-09-09,6.29,2016-09-13,6.25,-0.006359300476947541
2016-09-14,151,2016-09-14,4.94,2016-10-11,5.07,0.026315789473684188
2016-09-15,1093,2016-09-15,7.49,2016-09-21,7.59,0.013351134846461901
2016-09-19,1398,2016-09-19,4.87,2016-10-26,4.74,-0.026694045174537964
2016-09-19,3,2016-09-19,14.68,2016-10-18,14.78,0.006811989100817414
2016-09-19,823,2016-09-19,55.2,2016-10-06,56.8,0.028985507246376708
2016-09-19,388,2016-09-19,204.8,2017-02-20,201.0,-0.018554687500000056
2016-09-20,688,2016-09-20,26.25,2016-09-27,26.6,0.013333333333333388
2016-09-20,1299,2016-09-20,50.85,2016-10-03,52.2,0.02654867256637171
2016-09-22,700,2016-09-22,214.0,2016-11-10,206.4,-0.03551401869158876
2016-09-23,1088,2016-09-23,15.5,2016-10-03,15.5,0.0
2016-09-23,2018,2016-09-23,81.85,2017-01-20,76.4,-0.06658521686010982
2016-09-23,941,2016-09-23,96.8,2016-10-11,97.5,0.007231404958677716
2016-09-26,762,2016-09-26,9.48,2016-10-13,9.75,0.028481012658227802
2016-09-28,2,2016-09-28,80.05,2016-10-26,78.55,-0.018738288569643973
2016-09-28,288,2016-09-28,6.3,2016-10-14,6.74,0.0698412698412699
2016-09-30,1109,2016-09-30,22.05,2017-02-13,21.4,-0.029478458049886715
2016-09-30,883,2016-09-30,9.69,2016-10-11,10.62,0.09597523219814239
2016-10-04,83,2016-10-04,14.1,2016-10-27,13.34,-0.053900709219858144
2016-10-05,12,2016-10-05,46.85,2016-10-26,46.3,-0.011739594450373623
2016-10-06,11,2016-10-06,140.2,2016-10-12,139.2,-0.007132667617689016
2016-10-06,939,2016-10-06,5.92,2016-10-20,5.72,-0.03378378378378381
2016-10-06,688,2016-10-06,25.6,2017-02-13,24.2,-0.05468750000000008
2016-10-07,1044,2016-10-07,64.1,2016-10-24,62.2,-0.029641185647425766
2016-10-11,66,2016-10-11,43.2,2016-10-26,43.65,0.010416666666666567
2016-10-14,1,2016-10-14,95.7,2017-01-05,91.25,-0.04649947753396032
