,stock,entry_time,entry_price,exit_time,exit_price,pnl
2010-04-27,1088,2010-04-27,34.8,2010-05-04,34.0,-0.022988505747126357
2010-04-27,1109,2010-04-27,14.26,2010-06-23,15.84,0.11079943899018234
2010-04-27,5,2010-04-27,82.45,2010-07-16,76.05,-0.07762280169799886
2010-04-27,12,2010-04-27,52.0,2010-07-16,46.95,-0.09711538461538456
2010-04-27,17,2010-04-27,14.02,2010-07-08,13.2,-0.05848787446504995
2010-04-30,2628,2010-04-30,35.05,2010-07-13,33.8,-0.03566333808844508
2010-04-30,857,2010-04-30,9.02,2010-05-04,9.03,0.0011086474501108411
2010-04-30,669,2010-04-30,8.4,2010-08-20,6.55,-0.2202380952380953
2010-05-03,2319,2010-05-03,23.9,2010-05-14,22.55,-0.056485355648535476
2010-05-03,700,2010-05-03,32.4,2010-05-18,30.84,-0.048148148148148114
2010-05-03,1177,2010-05-03,3.33,2010-05-12,3.25,-0.024024024024024045
2010-05-04,823,2010-05-04,19.46,2010-05-07,19.04,-0.021582733812949728
2010-05-04,1093,2010-05-04,6.08,2010-08-04,4.46,-0.26644736842105265
2010-05-10,66,2010-05-10,27.15,2010-06-01,26.4,-0.027624309392265196
2010-05-11,2318,2010-05-11,63.0,2010-05-17,60.65,-0.03730158730158732
2010-05-11,857,2010-05-11,8.85,2010-08-04,9.09,0.027118644067796634
2010-05-11,762,2010-05-11,9.51,2010-05-26,8.99,-0.054679284963196594
2010-05-11,151,2010-05-11,5.7,2010-05-17,6.02,0.05614035087719287
2010-05-11,1088,2010-05-11,32.15,2010-06-25,30.95,-0.037325038880248816
2010-05-13,823,2010-05-13,19.18,2010-05-18,19.2,0.0010427528675703635
2010-05-17,1928,2010-05-17,11.38,2010-05-28,11.26,-0.010544815465729437
2010-05-17,2388,2010-05-17,17.06,2010-06-03,17.66,0.03516998827667066
2010-05-19,1398,2010-05-19,5.5,2010-06-23,5.93,0.07818181818181813
2010-05-19,2319,2010-05-19,21.6,2010-06-23,25.5,0.18055555555555547
2010-05-25,2018,2010-05-25,10.3,2010-06-08,10.84,0.05242718446601933
2010-05-25,883,2010-05-25,12.24,2010-09-01,13.2,0.07843137254901954
2010-05-25,151,2010-05-25,5.79,2010-06-02,6.13,0.05872193436960274
2010-05-27,27,2010-05-27,3.25,2010-06-08,3.58,0.10153846153846156
2010-05-27,2318,2010-05-27,60.0,2010-06-01,62.6,0.043333333333333356
2010-05-27,16,2010-05-27,99.8,2010-06-28,111.0,0.11222444889779562
2010-05-27,700,2010-05-27,29.4,2010-09-09,29.6,0.006802721088435471
2010-05-27,939,2010-05-27,6.03,2010-06-24,6.64,0.1011608623548921
2010-05-27,1177,2010-05-27,3.06,2010-06-18,3.35,0.09477124183006537
2010-05-28,823,2010-05-28,18.72,2010-06-09,19.48,0.04059829059829068
2010-05-28,267,2010-05-28,14.1,2010-08-23,16.64,0.18014184397163127
2010-05-28,2382,2010-05-28,1.71,2010-08-11,1.67,-0.0233918128654971
2010-06-01,6,2010-06-01,46.25,2010-07-26,46.8,0.011891891891891831
2010-06-02,941,2010-06-02,73.95,2010-08-11,82.2,0.11156186612576065
2010-06-04,688,2010-06-04,14.6,2010-06-23,16.32,0.11780821917808224
2010-06-09,762,2010-06-09,9.13,2010-06-14,9.59,0.05038335158817076
2010-06-18,3328,2010-06-18,8.19,2010-06-24,8.8,0.07448107448107463
2010-06-22,1928,2010-06-22,12.74,2010-08-24,11.94,-0.06279434850863427
2010-06-23,823,2010-06-23,19.64,2010-06-30,19.6,-0.0020366598778003638
2010-06-23,1177,2010-06-23,3.11,2010-08-02,2.97,-0.045016077170417904
2010-06-30,1109,2010-06-30,15.0,2010-07-08,15.0,0.0
2010-06-30,688,2010-06-30,14.88,2010-07-08,14.92,0.0026881720430106952
2010-07-05,1398,2010-07-05,5.56,2010-07-08,5.68,0.021582733812949662
2010-07-05,823,2010-07-05,19.82,2010-08-06,20.95,0.05701311806256302
2010-07-06,66,2010-07-06,27.0,2010-08-11,28.95,0.0722222222222222
2010-07-07,386,2010-07-07,6.23,2010-09-16,6.45,0.035313001605136396
2010-07-07,3328,2010-07-07,8.26,2010-07-16,8.42,0.01937046004842617
2010-07-07,3988,2010-07-07,3.95,2010-08-11,4.16,0.05316455696202531
2010-07-07,939,2010-07-07,6.22,2010-07-16,6.36,0.022508038585209094
2010-07-08,1088,2010-07-08,28.5,2010-07-29,30.9,0.08421052631578943
2010-07-08,1044,2010-07-08,63.5,2010-08-12,68.8,0.08346456692913382
2010-07-12,16,2010-07-12,111.6,2010-09-09,115.5,0.03494623655913984
2010-07-12,27,2010-07-12,4.2,2010-07-28,4.85,0.15476190476190463
2010-07-12,1,2010-07-12,92.95,2010-08-11,101.1,0.08768154922001066
2010-07-21,2007,2010-07-21,2.34,2010-08-05,2.52,0.076923076923077
2010-07-21,3328,2010-07-21,8.46,2010-08-11,8.68,0.02600472813238757
2010-07-21,388,2010-07-21,122.8,2010-08-05,131.8,0.07328990228013041
2010-07-22,5,2010-07-22,75.2,2010-08-02,80.0,0.0638297872340425
2010-07-23,1038,2010-07-23,28.6,2010-07-30,29.0,0.013986013986013936
2010-07-26,19,2010-07-26,93.0,2010-09-09,98.8,0.06236559139784943
2010-07-29,6,2010-07-29,46.4,2010-08-04,47.1,0.015086206896551786
2010-08-09,688,2010-08-09,16.66,2010-09-09,17.3,0.038415366146458615
2010-08-11,1109,2010-08-11,15.76,2010-10-18,16.76,0.0634517766497463
2010-08-13,151,2010-08-13,6.4,2010-09-03,6.3,-0.015625000000000083
2010-08-17,1088,2010-08-17,28.2,2010-08-24,29.0,0.028368794326241162
2010-08-17,2628,2010-08-17,33.7,2010-10-07,32.95,-0.022255192878338277
2010-08-17,2319,2010-08-17,23.3,2010-09-14,24.15,0.036480686695278874
2010-08-17,3328,2010-08-17,8.65,2010-10-12,8.71,0.0069364161849711555
2010-08-17,11,2010-08-17,108.2,2010-08-31,107.1,-0.010166358595194163
2010-08-17,2,2010-08-17,58.15,2010-08-25,57.55,-0.01031814273430785
2010-08-18,17,2010-08-18,13.58,2010-09-13,13.36,-0.01620029455081006
2010-08-18,83,2010-08-18,13.76,2010-09-09,14.4,0.046511627906976785
2010-08-19,2382,2010-08-19,1.68,2010-09-08,1.66,-0.011904761904761916
2010-08-19,66,2010-08-19,28.5,2010-08-25,27.9,-0.02105263157894742
2010-08-19,857,2010-08-19,8.6,2010-08-23,8.62,0.0023255813953487877
2010-08-20,3988,2010-08-20,4.02,2010-10-08,4.24,0.05472636815920415
2010-08-24,3,2010-08-24,19.02,2010-10-05,19.34,0.01682439537329129
2010-08-24,1044,2010-08-24,68.45,2010-09-28,74.65,0.09057706355003656
2010-08-24,941,2010-08-24,81.5,2010-10-11,82.5,0.012269938650306749
2010-08-27,2313,2010-08-27,8.89,2010-09-06,9.15,0.0292463442069741
2010-08-30,6,2010-08-30,47.0,2010-09-09,48.0,0.02127659574468085
2010-08-31,1398,2010-08-31,5.68,2010-09-16,5.9,0.0387323943661973
2010-08-31,66,2010-08-31,27.55,2010-09-09,28.4,0.030852994555353824
2010-08-31,762,2010-08-31,10.72,2010-09-08,11.32,0.055970149253731304
2010-09-01,12,2010-09-01,47.15,2010-09-29,54.8,0.16224814422057263
2010-09-03,1093,2010-09-03,4.18,2010-09-15,4.16,-0.004784688995215209
2010-09-03,175,2010-09-03,2.71,2010-09-08,2.75,0.014760147601476028
2010-09-07,2,2010-09-07,59.5,2010-09-21,61.25,0.029411764705882353
2010-09-07,388,2010-09-07,131.7,2010-09-22,141.6,0.07517084282460142
2010-09-10,2018,2010-09-10,14.98,2010-09-16,15.86,0.05874499332443251
2010-09-10,883,2010-09-10,13.88,2010-09-15,14.84,0.06916426512968293
2010-09-10,762,2010-09-10,11.68,2010-09-16,11.6,-0.006849315068493157
2010-09-13,2388,2010-09-13,22.5,2010-09-29,23.7,0.0533333333333333
2010-09-14,857,2010-09-14,8.72,2010-10-06,9.7,0.11238532110091727
2010-09-14,939,2010-09-14,6.8,2010-09-21,6.81,0.0014705882352940864
2010-09-24,6,2010-09-24,47.45,2010-10-15,49.2,0.0368809272918862
2010-09-29,1038,2010-09-29,31.7,2010-10-07,31.5,-0.006309148264984205
2010-09-30,1398,2010-09-30,5.8,2010-10-19,6.3,0.08620689655172414
2010-10-05,11,2010-10-05,116.8,2010-11-15,121.5,0.04023972602739728
2010-10-07,688,2010-10-07,17.08,2010-10-15,17.3,0.012880562060890072
2010-10-14,2382,2010-10-14,1.7,2010-10-19,1.7,0.0
2010-10-14,2007,2010-10-14,2.86,2010-10-27,2.8,-0.020979020979020997
2010-10-19,2313,2010-10-19,9.84,2010-12-23,8.8,-0.10569105691056901
2010-10-19,1044,2010-10-19,72.1,2010-10-21,73.8,0.02357836338418867
2010-10-20,6,2010-10-20,49.9,2010-10-25,49.65,-0.00501002004008016
2010-10-20,762,2010-10-20,11.34,2010-11-15,10.98,-0.031746031746031696
2010-10-20,2319,2010-10-20,23.0,2010-11-22,21.7,-0.05652173913043481
2010-10-22,1093,2010-10-22,4.29,2010-10-28,4.39,0.02331002331002323
2010-10-29,939,2010-10-29,7.32,2010-11-09,8.11,0.10792349726775945
2010-11-01,941,2010-11-01,79.5,2010-11-10,81.75,0.02830188679245283
2010-11-01,1109,2010-11-01,15.4,2011-01-07,15.38,-0.001298701298701271
2010-11-01,688,2010-11-01,16.3,2010-11-11,16.28,-0.0012269938650306487
2010-11-02,6,2010-11-02,49.7,2010-11-08,50.372,0.01352112676056332
2010-11-04,5,2010-11-04,83.7,2010-11-09,86.35,0.03166069295101543
2010-11-08,2382,2010-11-08,2.08,2010-11-10,2.2,0.057692307692307744
2010-11-08,1044,2010-11-08,72.95,2011-03-30,59.6,-0.1830020562028787
2010-11-08,27,2010-11-08,7.86,2010-11-10,8.15,0.03689567430025446
2010-11-09,151,2010-11-09,7.5,2011-01-28,6.45,-0.13999999999999999
2010-11-10,3328,2010-11-10,8.9,2011-02-22,7.63,-0.1426966292134832
2010-11-10,1038,2010-11-10,34.0,2010-11-23,33.6,-0.0117647058823529
2010-11-11,83,2010-11-11,17.08,2011-02-08,14.9,-0.12763466042154556
2010-11-12,939,2010-11-12,7.6,2011-02-22,6.71,-0.1171052631578947
2010-11-18,2388,2010-11-18,27.6,2010-12-06,27.95,0.012681159420289778
2010-11-19,857,2010-11-19,9.54,2010-12-09,9.85,0.0324947589098533
2010-11-19,27,2010-11-19,7.81,2011-01-13,10.86,0.3905249679897567
2010-11-19,1928,2010-11-19,16.6,2011-01-07,18.4,0.10843373493975886
2010-11-22,941,2010-11-22,78.5,2011-01-17,78.2,-0.0038216560509553776
2010-11-23,1177,2010-11-23,3.13,2011-02-25,2.63,-0.1597444089456869
2010-11-23,688,2010-11-23,15.26,2010-12-06,15.42,0.010484927916120585
2010-11-24,1088,2010-11-24,33.8,2011-03-16,33.85,0.0014792899408285285
2010-11-25,1038,2010-11-25,34.15,2010-12-08,36.5,0.06881405563689609
2010-11-25,66,2010-11-25,29.2,2010-12-03,29.65,0.015410958904109566
2010-11-25,1,2010-11-25,115.0,2010-12-28,117.1,0.01826086956521734
2010-11-25,11,2010-11-25,126.5,2010-12-16,129.0,0.019762845849802372
2010-11-26,5,2010-11-26,80.1,2011-01-11,81.7,0.019975031210986375
2010-11-29,1093,2010-11-29,4.35,2011-01-03,4.31,-0.009195402298850583
2010-11-29,669,2010-11-29,8.39,2010-12-08,9.2,0.09654350417163274
2010-11-30,3988,2010-11-30,4.2,2011-02-22,4.05,-0.035714285714285796
2010-11-30,6,2010-11-30,50.0,2010-12-23,49.3,-0.014000000000000058
2010-11-30,101,2010-11-30,36.0,2010-12-03,36.55,0.0152777777777777
2010-11-30,3,2010-11-30,19.08,2010-12-03,18.92,-0.00838574423480066
2010-12-02,2382,2010-12-02,2.42,2011-01-11,2.19,-0.09504132231404958
2010-12-02,16,2010-12-02,132.0,2011-02-08,129.4,-0.019696969696969654
2010-12-08,2,2010-12-08,63.8,2010-12-23,63.4,-0.006269592476489006
2010-12-13,3,2010-12-13,18.98,2011-02-08,17.78,-0.06322444678609059
2010-12-15,823,2010-12-15,24.4,2011-01-13,24.85,0.01844262295081979
2010-12-15,2319,2010-12-15,21.65,2011-04-15,24.3,0.12240184757505784
2010-12-15,2007,2010-12-15,3.04,2011-02-09,3.22,0.059210526315789526
2010-12-20,101,2010-12-20,36.0,2011-03-03,32.2,-0.10555555555555547
2010-12-20,2318,2010-12-20,83.0,2010-12-24,83.6,0.007228915662650534
2010-12-20,2388,2010-12-20,25.9,2011-01-07,27.8,0.07335907335907345
2010-12-21,883,2010-12-21,17.7,2010-12-24,18.4,0.03954802259887002
2010-12-21,700,2010-12-21,35.12,2011-01-10,35.94,0.0233485193621868
2010-12-22,19,2010-12-22,123.9,2011-01-07,131.7,0.06295399515738485
2010-12-22,857,2010-12-22,10.0,2011-01-05,10.26,0.025999999999999978
2010-12-23,2018,2010-12-23,21.3,2010-12-29,20.9,-0.018779342723004796
2010-12-23,1038,2010-12-23,35.7,2011-01-03,35.4,-0.008403361344537934
2010-12-24,2628,2010-12-24,31.7,2011-03-11,30.25,-0.045741324921135626
2010-12-30,2,2010-12-30,63.5,2011-01-10,64.4,0.014173228346456783
2010-12-30,386,2010-12-30,7.38,2011-01-11,7.69,0.04200542005420061
2011-01-04,66,2011-01-04,28.95,2011-01-11,29.5,0.01899827288428327
2011-01-07,1398,2011-01-07,5.9,2011-02-08,5.8,-0.01694915254237297
2011-01-12,883,2011-01-12,19.28,2011-01-21,18.56,-0.03734439834024909
2011-01-12,2388,2011-01-12,27.2,2011-01-18,27.65,0.0165441176470588
2011-01-14,762,2011-01-14,11.4,2011-01-25,12.2,0.07017543859649113
2011-01-20,2018,2011-01-20,21.0,2011-01-28,21.8,0.038095238095238126
2011-01-20,1299,2011-01-20,21.55,2011-02-10,22.05,0.02320185614849188
2011-01-20,941,2011-01-20,78.25,2011-06-03,71.25,-0.08945686900958466
2011-01-20,386,2011-01-20,8.05,2011-02-08,8.56,0.0633540372670807
2011-01-25,6,2011-01-25,49.4,2011-02-08,49.9,0.010121457489878543
2011-01-25,2313,2011-01-25,8.99,2011-02-08,9.17,0.020022246941045575
2011-01-26,27,2011-01-26,11.28,2011-03-03,10.92,-0.031914893617021226
2011-01-27,11,2011-01-27,130.2,2011-02-09,130.8,0.004608294930875751
2011-01-28,17,2011-01-28,15.22,2011-06-03,13.1,-0.13929040735873857
2011-02-02,883,2011-02-02,17.86,2011-03-29,18.52,0.03695408734602464
2011-02-02,2,2011-02-02,64.2,2011-02-08,63.3,-0.014018691588785135
2011-02-07,2018,2011-02-07,21.0,2011-03-03,20.55,-0.021428571428571394
2011-02-07,388,2011-02-07,181.8,2011-02-23,167.0,-0.08140814081408146
2011-02-07,1109,2011-02-07,14.14,2011-03-23,13.22,-0.06506364922206506
2011-02-08,175,2011-02-08,3.71,2011-02-16,3.74,0.008086253369272304
2011-02-08,267,2011-02-08,20.65,2011-03-08,21.4,0.036319612590799036
2011-02-09,823,2011-02-09,24.9,2011-02-21,24.65,-0.010040160642570281
2011-02-10,1928,2011-02-10,18.0,2011-04-12,19.1,0.06111111111111119
2011-02-10,151,2011-02-10,6.15,2011-03-09,6.6,0.07317073170731696
2011-02-14,2388,2011-02-14,23.5,2011-05-17,24.4,0.03829787234042547
2011-02-14,700,2011-02-14,40.4,2011-04-12,39.2,-0.029702970297029598
2011-02-15,688,2011-02-15,13.38,2011-03-24,14.8,0.1061285500747384
2011-02-15,66,2011-02-15,28.0,2011-03-03,28.7,0.024999999999999974
2011-02-15,669,2011-02-15,9.7,2011-03-04,10.32,0.06391752577319598
2011-02-15,1398,2011-02-15,5.81,2011-02-23,5.84,0.005163511187607616
2011-02-15,2007,2011-02-15,3.09,2011-04-01,3.44,0.11326860841423951
2011-02-15,83,2011-02-15,14.16,2011-06-28,11.88,-0.16101694915254233
2011-02-15,857,2011-02-15,10.6,2011-03-10,10.96,0.033962264150943514
2011-02-18,2313,2011-02-18,9.0,2011-04-04,9.18,0.01999999999999997
2011-02-21,2,2011-02-21,63.2,2011-03-14,63.65,0.007120253164556894
2011-02-21,19,2011-02-21,113.3,2011-06-07,117.9,0.04060017652250669
2011-02-21,11,2011-02-21,124.0,2011-03-01,125.0,0.008064516129032258
2011-02-21,6,2011-02-21,51.1,2011-02-23,51.5,0.00782778864970643
2011-02-21,16,2011-02-21,123.2,2011-07-07,117.0,-0.05032467532467535
2011-02-28,1398,2011-02-28,5.91,2011-03-03,6.02,0.01861252115059212
2011-02-28,939,2011-02-28,6.63,2011-03-14,7.1,0.07088989441930615
2011-02-28,1299,2011-02-28,22.6,2011-03-03,22.45,-0.006637168141593014
2011-02-28,386,2011-02-28,7.84,2011-06-03,7.76,-0.01020408163265307
2011-02-28,2382,2011-02-28,2.57,2011-03-09,2.82,0.09727626459143969
2011-02-28,3988,2011-02-28,3.98,2011-03-03,4.1,0.030150753768844137
2011-03-02,6,2011-03-02,50.8,2011-03-14,52.1,0.02559055118110245
2011-03-02,823,2011-03-02,24.05,2011-04-06,24.05,0.0
2011-03-02,12,2011-03-02,50.7,2011-07-06,50.45,-0.004930966469428008
2011-03-04,3328,2011-03-04,7.87,2011-03-11,7.95,0.010165184243964431
2011-03-07,5,2011-03-07,83.0,2011-05-17,81.0,-0.024096385542168676
2011-03-09,1038,2011-03-09,37.65,2011-03-29,36.3,-0.03585657370517932
2011-03-09,175,2011-03-09,3.36,2011-03-24,3.0,-0.10714285714285711
2011-03-10,669,2011-03-10,10.36,2011-03-23,9.71,-0.0627413127413126
2011-03-15,1398,2011-03-15,6.15,2011-03-29,6.34,0.03089430894308935
2011-03-15,267,2011-03-15,21.55,2011-04-01,21.65,0.004640371229698277
2011-03-16,2382,2011-03-16,2.78,2011-04-18,2.58,-0.07194244604316538
2011-03-16,11,2011-03-16,124.9,2011-05-24,122.4,-0.020016012810248198
2011-03-17,2018,2011-03-17,19.18,2011-04-06,21.35,0.11313868613138695
2011-03-17,3,2011-03-17,17.88,2011-03-30,18.66,0.04362416107382557
2011-03-17,27,2011-03-17,10.7,2011-03-30,11.52,0.07663551401869162
2011-03-21,857,2011-03-21,10.44,2011-03-29,11.12,0.06513409961685822
2011-03-21,1093,2011-03-21,4.48,2011-04-06,4.61,0.029017857142857116
2011-03-22,66,2011-03-22,28.0,2011-04-14,28.7,0.024999999999999974
2011-03-22,6,2011-03-22,50.6,2011-04-01,52.5,0.037549407114624477
2011-03-22,2,2011-03-22,61.35,2011-04-27,63.95,0.042379788101059516
2011-03-23,762,2011-03-23,12.92,2011-04-08,13.96,0.08049535603715177
2011-03-24,1299,2011-03-24,23.75,2011-04-27,26.05,0.09684210526315792
2011-03-25,151,2011-03-25,6.7,2011-04-12,6.93,0.034328358208955155
2011-03-25,2628,2011-03-25,28.35,2011-04-12,29.8,0.05114638447971778
2011-03-28,3988,2011-03-28,4.3,2011-11-02,2.7,-0.3720930232558139
2011-03-28,939,2011-03-28,7.27,2011-10-17,5.23,-0.2806052269601099
2011-03-28,1,2011-03-28,123.1,2011-04-08,128.1,0.04061738424045492
2011-03-31,2318,2011-03-31,78.1,2011-04-12,83.85,0.0736235595390525
2011-03-31,101,2011-03-31,34.5,2011-04-08,35.2,0.02028985507246385
2011-04-07,1044,2011-04-07,60.55,2011-04-13,61.85,0.021469859620148708
2011-04-21,700,2011-04-21,44.2,2011-05-18,42.84,-0.030769230769230754
2011-04-21,669,2011-04-21,10.9,2011-08-22,7.0,-0.3577981651376147
2011-04-21,762,2011-04-21,15.9,2011-04-27,15.2,-0.04402515723270447
2011-04-27,1109,2011-04-27,14.6,2011-05-13,13.4,-0.08219178082191776
2011-05-03,2018,2011-05-03,20.15,2011-06-02,19.4,-0.03722084367245658
2011-05-04,1038,2011-05-04,38.3,2011-06-10,40.2,0.04960835509138396
2011-05-09,101,2011-05-09,34.05,2011-11-01,27.95,-0.17914831130690156
2011-05-09,1044,2011-05-09,62.85,2011-05-18,66.5,0.0580747812251392
2011-05-11,6,2011-05-11,52.45,2011-05-17,53.5,0.020019065776930356
2011-05-18,1088,2011-05-18,35.35,2011-06-03,38.0,0.07496463932107492
2011-05-19,2007,2011-05-19,3.18,2011-05-31,3.45,0.08490566037735849
2011-05-19,1177,2011-05-19,2.83,2011-06-02,2.77,-0.021201413427561856
2011-05-20,1,2011-05-20,119.1,2011-07-07,117.0,-0.017632241813601967
2011-05-25,2628,2011-05-25,25.95,2011-07-07,27.4,0.05587668593448938
2011-05-26,2388,2011-05-26,23.7,2011-06-03,23.75,0.002109704641350241
2011-05-27,5,2011-05-27,80.05,2011-06-02,80.25,0.002498438475952565
2011-05-30,857,2011-05-30,10.88,2011-07-12,11.34,0.042279411764705795
2011-06-01,1398,2011-06-01,6.51,2011-08-03,5.65,-0.13210445468509976
2011-06-01,3328,2011-06-01,8.15,2011-11-02,5.12,-0.3717791411042945
2011-06-02,151,2011-06-02,7.5,2011-06-17,7.58,0.010666666666666677
2011-06-09,11,2011-06-09,122.9,2011-06-17,122.2,-0.005695687550854376
2011-06-13,5,2011-06-13,78.15,2011-07-26,77.0,-0.014715291106845881
2011-06-13,66,2011-06-13,27.2,2011-07-08,27.4,0.007352941176470562
2011-06-13,688,2011-06-13,15.34,2011-07-07,17.18,0.11994784876140807
2011-06-13,2382,2011-06-13,2.18,2011-07-29,2.12,-0.027522935779816536
2011-06-14,2018,2011-06-14,18.14,2011-07-26,18.68,0.029768467475192895
2011-06-14,2,2011-06-14,64.85,2011-06-17,66.75,0.029298380878951518
2011-06-15,2007,2011-06-15,3.33,2011-07-12,3.78,0.13513513513513506
2011-06-16,2388,2011-06-16,23.15,2011-08-03,23.1,-0.0021598272138227716
2011-06-17,823,2011-06-17,27.0,2011-07-12,27.6,0.022222222222222275
2011-06-21,175,2011-06-21,2.87,2011-06-29,3.07,0.06968641114982568
2011-06-21,1093,2011-06-21,3.46,2011-11-23,2.1,-0.39306358381502887
2011-06-21,700,2011-06-21,39.6,2011-06-24,41.0,0.03535353535353532
2011-06-21,151,2011-06-21,7.5,2011-06-28,7.35,-0.02000000000000005
2011-06-21,762,2011-06-21,15.28,2011-07-06,15.9,0.040575916230366556
2011-06-21,6,2011-06-21,55.35,2011-06-24,56.1,0.013550135501355013
2011-06-22,1299,2011-06-22,26.7,2011-07-12,27.05,0.01310861423220979
2011-06-22,2,2011-06-22,67.3,2011-07-05,68.2,0.013372956909361154
2011-06-22,1088,2011-06-22,36.0,2011-07-07,38.5,0.06944444444444445
2011-06-22,388,2011-06-22,164.0,2011-06-28,163.0,-0.006097560975609756
2011-06-22,17,2011-06-22,12.04,2011-11-02,7.51,-0.37624584717607973
2011-06-22,267,2011-06-22,18.22,2011-10-17,13.5,-0.2590559824368825
2011-06-23,1038,2011-06-23,40.5,2011-07-11,41.45,0.02345679012345686
2011-06-24,11,2011-06-24,122.4,2011-07-05,124.0,0.013071895424836555
2011-06-24,3,2011-06-24,17.4,2011-08-02,18.64,0.07126436781609208
2011-06-27,2318,2011-06-27,78.0,2011-12-06,58.4,-0.2512820512820513
2011-06-27,1177,2011-06-27,2.5,2011-07-06,2.9,0.15999999999999998
2011-06-30,2319,2011-06-30,25.4,2011-07-06,26.8,0.05511811023622056
2011-06-30,27,2011-06-30,16.7,2011-07-07,17.38,0.040718562874251484
2011-06-30,19,2011-06-30,114.3,2011-10-12,88.6,-0.22484689413823275
2011-07-14,175,2011-07-14,3.21,2011-11-16,2.01,-0.3738317757009346
2011-07-14,941,2011-07-14,71.95,2011-07-26,77.0,0.07018763029881858
2011-07-14,700,2011-07-14,41.68,2011-08-03,40.28,-0.033589251439539315
2011-07-14,1088,2011-07-14,37.45,2011-07-26,39.45,0.05340453938584779
2011-07-14,386,2011-07-14,7.6,2011-07-26,7.72,0.01578947368421054
2011-07-14,388,2011-07-14,162.8,2011-11-01,130.0,-0.20147420147420153
2011-07-14,883,2011-07-14,17.88,2011-11-02,14.12,-0.21029082774049218
2011-07-14,688,2011-07-14,17.2,2011-09-05,15.8,-0.08139534883720922
2011-07-14,2628,2011-07-14,26.2,2011-07-26,26.3,0.0038167938931298255
2011-07-14,11,2011-07-14,121.3,2011-07-21,121.2,-0.0008244023083264165
2011-07-14,1928,2011-07-14,21.5,2011-07-26,21.6,0.00465116279069774
2011-07-14,2007,2011-07-14,3.86,2011-08-18,3.55,-0.08031088082901557
2011-07-14,857,2011-07-14,11.46,2011-10-04,9.38,-0.18150087260034903
2011-07-15,1299,2011-07-15,26.4,2011-07-28,27.1,0.026515151515151623
2011-07-18,151,2011-07-18,7.3,2011-07-29,6.94,-0.04931506849315061
2011-07-20,1,2011-07-20,113.5,2011-08-04,118.5,0.04405286343612335
2011-07-21,83,2011-07-21,12.4,2011-08-03,12.74,0.027419354838709664
2011-07-25,762,2011-07-25,15.18,2011-08-22,13.68,-0.09881422924901186
2011-08-05,1088,2011-08-05,35.5,2011-10-17,33.5,-0.056338028169014086
2011-08-05,2319,2011-08-05,26.5,2011-09-02,28.0,0.05660377358490566
2011-08-09,1299,2011-08-09,25.4,2011-08-19,26.1,0.02755905511811035
2011-08-09,1928,2011-08-09,21.0,2011-08-19,22.85,0.08809523809523816
2011-08-09,2018,2011-08-09,15.34,2011-09-06,15.02,-0.020860495436766643
