,1Y,2Y,5Y,10Y
1,0.06968343366993951,0.27983182177314836,0.21539076178547673,0.31966076792959675
2,-0.028008168254618035,-0.09086341065626997,-0.24848493332014973,-0.2774850823443855
3,0.04890522301990012,0.08660448192646941,0.43550335849337163,0.7010402546501701
5,0.11589525600520556,0.17014380353276082,0.35338566463705334,0.7710446652792395
6,0.01963627302939531,0.18883208928687925,0.5621990653972158,0.8313778690003639
11,-0.05667229844809329,0.036333202485197696,-0.05218351206009825,0.006420227525550548
12,0.08787603341557372,0.41141273567886477,0.37065765479580653,0.5561303078116544
16,-0.10045597847019122,0.051186921416397,-0.13785570283718165,0.2810038366653714
17,-0.2186344304733728,0.034849090971160346,-0.32058723629508384,-0.2570552851575915
19,-0.09143303006446765,-0.16667351820446408,0.019627573735308934,-0.10818831595276251
27,0.09762003236755477,0.028538355940591342,0.26987772073833927,-8.984800000488665
66,0.07305008543217502,0.2814122069369185,0.13400422181193478,0.9255977244895137
83,0.10715147995224983,0.3508160492230542,-0.0004196012801507554,0.10542624877271617
101,0.035059874964108756,0.3260408181611967,0.317740267357597,0.2443175007991792
151,-0.03784449274463131,0.09788280736093277,0.3107457366960406,0.15259824690476428
175,-0.18754999916150306,0.29127514682813765,-4.656380700220645,-2.2616590310477482
267,0.10715481204799798,0.16675660168109285,0.2373907135384956,0.3642709579181753
288,-0.13986010696079765,0.5571177683516496,-0.495614049836147,-0.09634572004686703
386,0.013488428158148769,0.2164553532199548,0.25198441143283246,0.37536870726034616
388,-0.05352684904749211,-0.0291278819547534,-0.28071001617369035,-0.8238885060781427
669,-0.17489141962838606,0.4120423222618482,-0.7345305477743502,-7.360138999008977
688,0.07182379213726703,0.17297485664332476,0.5658059850591751,0.8084739512507
700,-0.21235655407727771,0.017543678408327823,-1.757546004031322,-8.216765094597314
762,-0.010748716340457154,0.19414949580267682,0.11500163159610771,-0.16678194792997258
823,-0.0856743130236014,-0.10487102286441954,-0.4329322681997261,-2.280965084391812
857,0.539512332617927,0.5970413710753055,0.4445933203245058,0.6168692607000636
883,0.07796757078026836,0.2570729424771677,0.35205208524179943,0.25952403210682445
939,-0.06319870152907205,0.09093027893402167,0.2777998880246072,-0.008396727507361257
941,-0.02901825414248388,-0.06007042272797031,0.08863049627122244,0.14487295560858102
1038,0.04211544217114066,0.10946878028711549,0.1422790782712387,-0.6890631577090632
1044,0.08823948798766414,0.39489753190540317,0.31209571519774,0.5932493328076673
1088,0.1601987555959472,0.6447327700753502,0.7072938980310607,1.6469678335220956
1093,-0.11555101733739659,0.19486549560592004,-0.4030963744378695,-2.635068542420864
1109,-0.07725684040038489,0.045295499856535026,0.33335460861499766,0.8479189068951165
1113,0.14660562019726814,0.3168532832228303,0.6429364683535317,0.6429364683535317
1177,-0.6253479266918645,0.3467975814408899,0.6720423347611163,-1.5137421386699148
1299,-0.05248938300013112,0.07252425796921025,-0.5865269755789576,-1.2192535291003437
1398,0.015071724656158782,0.2334693295025041,0.7583614679425216,0.7262859701386537
1928,-0.042068141509279025,0.13116108926755832,0.47194438205894795,-1.862422012495078
1997,-0.00750574823207209,0.07928614356351066,0.10125177323015727,0.10125177323015727
2007,-0.17889068057546575,0.16734346171169845,-1.6860349496127893,-0.6311526342328659
2018,0.003819538304486697,0.3393868364793162,0.24879050244806408,-1.021411954017187
2313,-0.14829929296905447,-0.29266211357759897,-2.173724989817649,-8.311725094665446
2318,-0.22577172466122847,0.08358061617428518,-0.036276600856174034,-0.26509702000155455
2319,-0.1966143994908034,0.06742308578899725,-0.33602711375745,-0.23728109645005221
2382,-0.7689067907921026,-0.3410849776607352,-7.83531533631768,-97.56743272493733
2388,-0.056485259021764746,0.10812215633972283,-0.19053580111630075,0.03850415343986191
2628,-0.10042252591272205,0.08033889560879837,-0.009782067936584482,0.17997029324271674
3328,-0.0029355484401659693,-0.047037305368033105,0.20972095116046846,-0.022875948372993726
3988,0.021828996357758507,0.1317888080076885,-0.07742463953817463,-0.31669570309948325
