,date_time,open,high,low,close,volume,Real Body,Up Shadow,Down Shadow,Trading Range,Exhaustion Gap,Buy,Sell
97,2015-05-28,52.3,52.3,50.5,50.6,46332540,1.6999999999999957,0.0,0.10000000000000142,1.7999999999999972,False,False,False
98,2015-05-29,50.9,51.7,50.8,51.05,36124403,0.14999999999999858,0.6500000000000057,0.10000000000000142,0.9000000000000057,False,False,False
99,2015-06-01,51.25,52.0,50.8,51.55,24323250,0.29999999999999716,0.45000000000000284,0.45000000000000284,1.2000000000000028,False,False,False
100,2015-06-02,51.15,51.3,50.8,50.9,17749623,0.25,0.14999999999999858,0.10000000000000142,0.5,False,False,False
101,2015-06-03,51.1,51.2,50.6,50.85,15697111,0.25,0.10000000000000142,0.25,0.6000000000000014,False,False,False
102,2015-06-04,51.25,51.4,50.4,50.9,31031908,0.3500000000000014,0.14999999999999858,0.5,1.0,False,False,False
103,2015-06-05,50.75,50.9,50.45,50.75,20977697,0.0,0.14999999999999858,0.29999999999999716,0.44999999999999574,False,False,False
104,2015-06-08,50.5,50.85,50.25,50.7,18000558,0.20000000000000284,0.14999999999999858,0.25,0.6000000000000014,False,False,False
105,2015-06-09,50.5,50.75,50.0,50.15,19818759,0.3500000000000014,0.25,0.14999999999999858,0.75,False,False,False
106,2015-06-10,50.0,50.55,49.0,49.6,49988335,0.3999999999999986,0.5499999999999972,0.6000000000000014,1.5499999999999972,False,False,False
107,2015-06-11,49.5,50.2,49.5,49.75,24410883,0.25,0.45000000000000284,0.0,0.7000000000000028,False,False,False
108,2015-06-12,49.75,50.6,49.4,50.5,20981892,0.75,0.10000000000000142,0.3500000000000014,1.2000000000000028,False,False,False
109,2015-06-15,50.5,50.65,49.85,50.1,13796133,0.3999999999999986,0.14999999999999858,0.25,0.7999999999999972,False,False,False
110,2015-06-16,50.5,50.55,49.95,50.15,16793359,0.3500000000000014,0.04999999999999716,0.19999999999999574,0.5999999999999943,False,False,False
111,2015-06-17,50.6,50.75,50.2,50.5,21110705,0.10000000000000142,0.14999999999999858,0.29999999999999716,0.5499999999999972,False,False,False
112,2015-06-18,50.9,50.95,50.15,50.5,15116874,0.3999999999999986,0.05000000000000426,0.3500000000000014,0.8000000000000043,False,False,False
113,2015-06-19,51.6,51.8,51.25,51.35,22669560,0.25,0.19999999999999574,0.10000000000000142,0.5499999999999972,False,False,False
114,2015-06-22,52.0,53.15,51.7,52.85,28061315,0.8500000000000014,0.29999999999999716,0.29999999999999716,1.4499999999999957,False,False,False
115,2015-06-23,53.5,53.5,51.9,52.75,28230004,0.75,0.0,0.8500000000000014,1.6000000000000014,False,False,False
116,2015-06-24,53.1,53.15,52.25,52.3,19031290,0.8000000000000043,0.04999999999999716,0.04999999999999716,0.8999999999999986,False,False,False
117,2015-06-25,52.1,53.15,52.05,52.7,19994307,0.6000000000000014,0.44999999999999574,0.05000000000000426,1.1000000000000014,False,False,False
118,2015-06-26,52.2,52.3,51.25,51.8,25756585,0.4000000000000057,0.09999999999999432,0.5499999999999972,1.0499999999999972,False,False,False
119,2015-06-29,51.45,51.9,49.8,50.1,30036648,1.3500000000000014,0.44999999999999574,0.30000000000000426,2.1000000000000014,False,False,False
120,2015-06-30,50.4,51.85,50.2,50.75,23475548,0.3500000000000014,1.1000000000000014,0.19999999999999574,1.6499999999999986,False,False,False
121,2015-07-02,52.5,52.5,50.85,51.75,28556343,0.75,0.0,0.8999999999999986,1.6499999999999986,False,False,False
122,2015-07-03,51.75,52.0,50.5,51.0,19860153,0.75,0.25,0.5,1.5,False,False,False
123,2015-07-06,50.75,51.5,48.5,49.5,28959604,1.25,0.75,1.0,3.0,False,False,False
124,2015-07-07,49.5,50.45,49.35,50.05,31848247,0.5499999999999972,0.4000000000000057,0.14999999999999858,1.1000000000000014,False,False,False
125,2015-07-08,49.2,49.75,45.5,47.1,63302099,2.1000000000000014,0.5499999999999972,1.6000000000000014,4.25,False,False,False
126,2015-07-09,46.9,50.0,46.15,49.4,56988552,2.5,0.6000000000000014,0.75,3.8500000000000014,False,False,False
127,2015-07-10,49.15,50.45,49.0,49.55,43021821,0.3999999999999986,0.9000000000000057,0.14999999999999858,1.4500000000000028,False,False,False
128,2015-07-13,49.1,50.65,49.1,50.55,27557347,1.4499999999999957,0.10000000000000142,0.0,1.5499999999999972,False,False,False
129,2015-07-14,50.05,50.45,49.55,49.9,27131696,0.14999999999999858,0.4000000000000057,0.3500000000000014,0.9000000000000057,False,False,False
130,2015-07-15,50.4,50.85,49.75,50.7,22452691,0.30000000000000426,0.14999999999999858,0.6499999999999986,1.1000000000000014,False,False,False
131,2015-07-16,51.0,51.0,50.1,50.4,17992500,0.6000000000000014,0.0,0.29999999999999716,0.8999999999999986,False,False,False
132,2015-07-17,50.5,51.0,50.35,50.75,16051569,0.25,0.25,0.14999999999999858,0.6499999999999986,False,False,False
133,2015-07-20,51.0,51.0,50.05,50.6,15747627,0.3999999999999986,0.0,0.5500000000000043,0.9500000000000028,False,False,False
134,2015-07-21,50.75,51.55,50.55,51.0,19848921,0.25,0.5499999999999972,0.20000000000000284,1.0,False,False,False
135,2015-07-22,51.0,51.2,50.15,50.35,17968977,0.6499999999999986,0.20000000000000284,0.20000000000000284,1.0500000000000043,False,False,False
136,2015-07-23,50.85,51.95,50.6,51.45,20949409,0.6000000000000014,0.5,0.25,1.3500000000000014,False,False,False
137,2015-07-24,51.5,51.5,50.35,50.6,25801591,0.8999999999999986,0.0,0.25,1.1499999999999986,False,False,False
138,2015-07-27,50.2,50.65,49.0,49.05,37071150,1.1500000000000057,0.44999999999999574,0.04999999999999716,1.6499999999999986,False,False,False
139,2015-07-28,48.7,51.15,48.1,50.35,38013204,1.6499999999999986,0.7999999999999972,0.6000000000000014,3.049999999999997,False,False,False
140,2015-07-29,50.8,50.9,50.05,50.6,23246694,0.19999999999999574,0.10000000000000142,0.5500000000000043,0.8500000000000014,False,False,False
141,2015-07-30,51.4,51.4,50.05,50.1,13919089,1.2999999999999972,0.0,0.05000000000000426,1.3500000000000014,False,False,False
142,2015-07-31,50.55,50.65,49.7,50.5,28675437,0.04999999999999716,0.10000000000000142,0.7999999999999972,0.9499999999999957,False,False,False
143,2015-08-03,50.05,50.3,49.05,49.15,23984715,0.8999999999999986,0.25,0.10000000000000142,1.25,False,False,False
144,2015-08-04,50.4,50.4,49.15,49.4,18511623,1.0,0.0,0.25,1.25,False,False,False
145,2015-08-05,50.3,50.5,49.8,49.9,14627838,0.3999999999999986,0.20000000000000284,0.10000000000000142,0.7000000000000028,False,False,False
146,2015-08-06,49.9,50.0,49.4,49.6,11432552,0.29999999999999716,0.10000000000000142,0.20000000000000284,0.6000000000000014,False,False,False
147,2015-08-07,49.6,50.25,49.6,50.2,12324121,0.6000000000000014,0.04999999999999716,0.0,0.6499999999999986,False,False,False
148,2015-08-10,50.2,50.2,49.1,49.4,17842301,0.8000000000000043,0.0,0.29999999999999716,1.1000000000000014,False,False,False
149,2015-08-11,49.65,49.85,48.85,49.05,20673685,0.6000000000000014,0.20000000000000284,0.19999999999999574,1.0,False,False,False
150,2015-08-12,48.5,48.7,47.35,47.6,31005880,0.8999999999999986,0.20000000000000284,0.25,1.3500000000000014,False,False,False
151,2015-08-13,47.6,48.3,47.3,47.85,28819076,0.25,0.44999999999999574,0.30000000000000426,1.0,False,False,False
152,2015-08-14,47.95,48.65,47.75,47.8,12881222,0.15000000000000568,0.6999999999999957,0.04999999999999716,0.8999999999999986,False,False,False
153,2015-08-17,47.5,47.9,46.75,46.85,19582742,0.6499999999999986,0.3999999999999986,0.10000000000000142,1.1499999999999986,False,False,False
154,2015-08-18,47.3,47.6,46.0,46.0,26852873,1.2999999999999972,0.30000000000000426,0.0,1.6000000000000014,False,False,False
155,2015-08-19,45.8,45.95,44.75,45.0,46372739,0.7999999999999972,0.15000000000000568,0.25,1.2000000000000028,False,False,False
156,2015-08-20,44.7,45.35,43.75,44.4,41336631,0.30000000000000426,0.6499999999999986,0.6499999999999986,1.6000000000000014,False,False,False
157,2015-08-21,43.9,44.65,43.35,43.55,40935472,0.3500000000000014,0.75,0.19999999999999574,1.2999999999999972,True,False,False
158,2015-08-24,41.9,42.15,40.4,40.8,63610350,1.1000000000000014,0.25,0.3999999999999986,1.75,False,True,False
159,2015-08-25,41.9,43.65,41.25,42.85,76282212,0.9500000000000028,0.7999999999999972,0.6499999999999986,2.3999999999999986,False,False,False
160,2015-08-26,43.45,43.6,41.8,42.05,52245440,1.4000000000000057,0.14999999999999858,0.25,1.8000000000000043,False,False,False
161,2015-08-27,43.5,43.55,41.6,42.5,75311630,1.0,0.04999999999999716,0.8999999999999986,1.9499999999999957,False,False,True
162,2015-08-28,44.0,44.15,42.75,43.05,59946824,0.9500000000000028,0.14999999999999858,0.29999999999999716,1.3999999999999986,False,False,False
163,2015-08-31,43.3,43.3,42.1,42.85,36356661,0.44999999999999574,0.0,0.75,1.1999999999999957,False,False,False
164,2015-09-01,43.3,43.3,42.05,42.15,38968421,1.1499999999999986,0.0,0.10000000000000142,1.25,False,False,False
165,2015-09-02,42.15,42.3,41.0,41.5,41553122,0.6499999999999986,0.14999999999999858,0.5,1.2999999999999972,False,False,False
166,2015-09-04,41.5,41.95,41.2,41.45,35670988,0.04999999999999716,0.45000000000000284,0.25,0.75,False,False,False
167,2015-09-07,41.75,42.0,40.9,41.0,33521489,0.75,0.25,0.10000000000000142,1.1000000000000014,False,False,False
168,2015-09-08,41.0,42.55,40.75,41.95,31427579,0.9500000000000028,0.5999999999999943,0.25,1.7999999999999972,False,False,False
169,2015-09-09,43.1,44.5,42.7,44.05,59756944,0.9499999999999957,0.45000000000000284,0.3999999999999986,1.7999999999999972,False,False,False
170,2015-09-10,43.3,43.4,42.7,42.8,26016946,0.5,0.10000000000000142,0.09999999999999432,0.6999999999999957,False,False,False
171,2015-09-11,42.9,43.65,42.3,42.4,31966802,0.5,0.75,0.10000000000000142,1.3500000000000014,False,False,False
172,2015-09-14,42.9,43.6,42.5,43.0,25035721,0.10000000000000142,0.6000000000000014,0.3999999999999986,1.1000000000000014,False,False,False
173,2015-09-15,43.25,43.25,41.7,42.15,32326106,1.1000000000000014,0.0,0.44999999999999574,1.5499999999999972,False,False,False
174,2015-09-16,42.85,43.6,42.2,43.1,33994749,0.25,0.5,0.6499999999999986,1.3999999999999986,False,False,False
175,2015-09-17,43.8,43.8,42.65,43.2,37234991,0.5999999999999943,0.0,0.5500000000000043,1.1499999999999986,False,False,False
176,2015-09-18,43.0,43.75,42.95,43.2,33648653,0.20000000000000284,0.5499999999999972,0.04999999999999716,0.7999999999999972,False,False,False
177,2015-09-21,42.85,43.2,42.25,42.7,15944671,0.14999999999999858,0.3500000000000014,0.45000000000000284,0.9500000000000028,False,False,False
178,2015-09-22,42.95,43.6,42.5,42.55,16577006,0.4000000000000057,0.6499999999999986,0.04999999999999716,1.1000000000000014,False,False,False
179,2015-09-23,42.05,42.5,40.5,41.7,29655751,0.3499999999999943,0.45000000000000284,1.2000000000000028,2.0,False,False,False
180,2015-09-24,41.6,42.0,40.5,40.6,31301823,1.0,0.3999999999999986,0.10000000000000142,1.5,False,False,False
181,2015-09-25,40.6,41.1,40.25,40.6,34276649,0.0,0.5,0.3500000000000014,0.8500000000000014,False,False,False
182,2015-09-29,39.4,39.55,38.85,39.35,36460172,0.04999999999999716,0.14999999999999858,0.5,0.6999999999999957,False,False,False
183,2015-09-30,39.55,40.4,39.55,40.05,57266997,0.5,0.3500000000000014,0.0,0.8500000000000014,False,False,False
184,2015-10-02,40.85,42.6,40.85,42.55,57351941,1.6999999999999957,0.05000000000000426,0.0,1.75,False,False,False
185,2015-10-05,43.05,43.3,42.3,42.7,35895160,0.3499999999999943,0.25,0.4000000000000057,1.0,False,False,False
186,2015-10-06,43.45,43.45,42.6,42.75,24730636,0.7000000000000028,0.0,0.14999999999999858,0.8500000000000014,False,False,False
187,2015-10-07,43.3,44.2,42.8,44.05,35018918,0.75,0.15000000000000568,0.5,1.4000000000000057,False,False,False
188,2015-10-08,44.75,44.85,44.0,44.35,30848496,0.3999999999999986,0.10000000000000142,0.3500000000000014,0.8500000000000014,False,False,False
189,2015-10-09,44.85,45.0,44.55,44.65,26945009,0.20000000000000284,0.14999999999999858,0.10000000000000142,0.45000000000000284,False,False,False
190,2015-10-12,44.7,45.45,44.5,45.0,26781135,0.29999999999999716,0.45000000000000284,0.20000000000000284,0.9500000000000028,False,False,False
191,2015-10-13,44.6,44.95,43.35,44.25,26291235,0.3500000000000014,0.3500000000000014,0.8999999999999986,1.6000000000000014,False,False,False
192,2015-10-14,43.65,44.25,43.4,43.85,18894344,0.20000000000000284,0.3999999999999986,0.25,0.8500000000000014,False,False,False
193,2015-10-15,44.5,45.0,44.15,44.7,27612108,0.20000000000000284,0.29999999999999716,0.3500000000000014,0.8500000000000014,False,False,False
194,2015-10-16,46.15,47.2,46.0,46.2,45396245,0.05000000000000426,1.0,0.14999999999999858,1.2000000000000028,False,False,False
195,2015-10-19,47.2,47.45,45.65,45.8,26055143,1.4000000000000057,0.25,0.14999999999999858,1.8000000000000043,False,False,False
196,2015-10-20,45.5,46.1,45.1,45.9,20384987,0.3999999999999986,0.20000000000000284,0.3999999999999986,1.0,False,False,False
197,2015-10-22,45.2,45.9,45.2,45.4,20115957,0.19999999999999574,0.5,0.0,0.6999999999999957,False,False,False
198,2015-10-23,46.2,46.95,46.15,46.75,26154421,0.5499999999999972,0.20000000000000284,0.05000000000000426,0.8000000000000043,False,False,False
199,2015-10-26,47.75,47.75,46.55,46.65,25205029,1.1000000000000014,0.0,0.10000000000000142,1.2000000000000028,False,False,False
200,2015-10-27,46.3,47.0,46.25,46.9,20297905,0.6000000000000014,0.10000000000000142,0.04999999999999716,0.75,False,False,False
201,2015-10-28,47.1,47.4,46.8,46.85,18911936,0.25,0.29999999999999716,0.05000000000000426,0.6000000000000014,False,False,False
202,2015-10-29,46.8,47.35,46.55,47.0,26172881,0.20000000000000284,0.3500000000000014,0.25,0.8000000000000043,False,False,False
203,2015-10-30,47.5,47.5,45.5,45.6,33906295,1.8999999999999986,0.0,0.10000000000000142,2.0,False,False,False
204,2015-11-02,45.15,46.15,44.8,45.6,24638984,0.45000000000000284,0.5499999999999972,0.3500000000000014,1.3500000000000014,False,False,False
205,2015-11-03,46.25,46.9,45.9,46.45,21206527,0.20000000000000284,0.44999999999999574,0.3500000000000014,1.0,False,False,False
206,2015-11-04,47.0,48.0,46.45,47.95,46158229,0.9500000000000028,0.04999999999999716,0.5499999999999972,1.5499999999999972,False,False,False
207,2015-11-05,48.15,48.2,47.4,47.75,29610728,0.3999999999999986,0.05000000000000426,0.3500000000000014,0.8000000000000043,False,False,False
208,2015-11-06,47.75,47.95,47.25,47.8,20291753,0.04999999999999716,0.15000000000000568,0.5,0.7000000000000028,False,False,False
