,date_time,open,high,low,close,volume,SD,sdClosingPrice,multiplier,color,bullish_engulfing,bearish_engulfing,bullish_harami,bearish_harami,buy_sell
0,2019-01-02,16.34,16.58,16.1,16.2,27723791,,,0.6,yellow,False,False,False,False,
1,2019-01-03,16.2,16.3,15.9,16.02,29430279,,16.2,0.6,yellow,False,False,False,False,
2,2019-01-04,15.96,16.52,15.9,16.4,30339453,,16.02,0.6,yellow,True,False,False,False,
3,2019-01-07,16.6,16.76,16.52,16.66,34762457,,16.4,0.6,yellow,False,False,False,False,
4,2019-01-08,16.56,16.7,16.48,16.58,21287868,,16.66,0.6,yellow,False,False,False,False,
5,2019-01-09,16.88,17.4,16.86,17.18,59802202,,16.58,0.6,yellow,False,False,False,False,
6,2019-01-10,17.02,17.46,17.02,17.38,41967688,,17.18,0.6,yellow,False,False,False,False,
7,2019-01-11,17.6,17.6,17.16,17.42,37585337,,17.38,0.6,yellow,False,False,False,False,
8,2019-01-14,17.3,17.4,16.78,16.88,33149269,,17.42,0.6,yellow,False,False,False,False,
9,2019-01-15,17.32,17.6,16.96,17.6,83444874,,16.88,0.6,yellow,False,False,False,False,
10,2019-01-16,17.58,18.48,17.44,18.44,104430538,,17.6,0.6,yellow,False,False,False,False,
11,2019-01-17,18.56,18.76,18.24,18.42,81469494,,18.44,0.6,yellow,False,False,False,False,
12,2019-01-18,18.78,19.16,18.5,19.1,74054881,,18.42,0.6,yellow,False,False,False,False,
13,2019-01-21,19.2,19.26,18.9,19.08,52818130,,19.1,0.6,yellow,False,False,False,False,
14,2019-01-22,19.0,19.18,18.6,18.8,33894857,,19.08,0.6,yellow,False,False,False,False,
15,2019-01-23,18.52,19.04,18.52,19.04,41452005,,18.8,0.6,yellow,True,False,False,False,
16,2019-01-24,19.18,19.2,18.84,18.9,29782525,,19.04,0.6,yellow,False,False,False,False,
17,2019-01-25,18.98,19.72,18.9,19.68,77209752,,18.9,0.6,yellow,False,False,False,False,
18,2019-01-28,20.0,20.0,19.38,19.58,53251565,,19.68,0.6,yellow,False,False,False,False,
19,2019-01-29,19.28,19.42,19.0,19.26,52190792,,19.58,0.6,yellow,False,False,False,False,
20,2019-01-30,18.4,18.94,18.4,18.9,112258554,,19.26,0.6,yellow,False,False,False,False,
21,2019-01-31,18.98,19.48,18.82,19.34,79778191,,18.9,0.6,yellow,False,False,False,False,
22,2019-02-01,19.58,19.58,19.18,19.46,29576315,,19.34,0.6,yellow,False,False,False,False,
23,2019-02-04,19.32,19.46,19.14,19.34,11188524,,19.46,0.6,yellow,False,False,False,False,
24,2019-02-08,19.14,19.26,18.74,19.2,27555088,,19.34,0.6,yellow,False,False,False,False,
25,2019-02-11,19.1,19.24,18.9,19.14,28301990,,19.2,0.6,yellow,False,False,False,False,
26,2019-02-12,19.1,19.24,19.0,19.16,27764793,,19.14,0.6,yellow,False,False,False,False,
27,2019-02-13,19.1,19.98,19.06,19.8,69799987,,19.16,0.6,yellow,False,False,False,False,
28,2019-02-14,19.5,19.68,19.24,19.36,55502631,,19.8,0.6,yellow,False,False,False,True,
29,2019-02-15,19.24,19.28,18.6,18.86,53578614,,19.36,0.6,yellow,False,False,False,False,
30,2019-02-18,19.0,19.22,18.92,19.18,43986681,,18.86,0.6,yellow,False,False,True,False,
31,2019-02-19,19.24,20.05,19.24,19.76,103902076,,19.18,0.6,yellow,False,False,False,False,
32,2019-02-20,20.0,20.8,19.94,20.6,127717371,,19.76,0.6,yellow,False,False,False,False,
33,2019-02-21,20.6,21.0,20.4,20.6,75524538,,20.6,0.6,yellow,False,False,False,False,
34,2019-02-22,20.5,21.25,20.15,21.2,82337624,,20.6,0.6,yellow,False,False,False,False,
35,2019-02-25,22.0,22.75,21.8,22.65,223029664,,21.2,0.6,yellow,False,False,False,False,
36,2019-02-26,22.8,22.8,22.05,22.3,103760871,,22.65,0.6,yellow,False,False,False,False,
37,2019-02-27,22.25,22.65,21.55,21.75,95105135,,22.3,0.6,yellow,False,False,False,False,
38,2019-02-28,21.55,22.1,21.4,21.6,53287068,,21.75,0.6,yellow,False,False,False,False,
39,2019-03-01,21.7,22.9,21.55,22.8,114548557,,21.6,0.6,yellow,False,False,False,False,
40,2019-03-04,23.0,23.35,22.3,22.45,127990046,,22.8,0.6,yellow,False,False,False,False,
41,2019-03-05,22.55,22.65,21.95,22.4,54696244,,22.45,0.6,yellow,False,False,False,False,
42,2019-03-06,22.2,22.5,21.9,22.35,65563331,,22.4,0.6,yellow,False,False,False,False,
43,2019-03-07,21.95,22.05,21.25,21.4,84890779,,22.35,0.6,yellow,False,False,False,False,
44,2019-03-08,20.6,21.05,20.4,20.55,123104637,,21.4,0.6,yellow,False,False,False,False,
45,2019-03-11,20.6,21.0,20.5,20.9,43066184,,20.55,0.6,yellow,False,False,False,False,
46,2019-03-12,21.1,21.7,21.1,21.3,44689795,,20.9,0.6,yellow,False,False,False,False,
47,2019-03-13,21.2,21.6,21.0,21.35,25284717,,21.3,0.6,yellow,False,False,False,False,
48,2019-03-14,21.5,21.5,20.75,21.15,34836334,,21.35,0.6,yellow,False,True,False,False,
49,2019-03-15,21.1,21.95,21.0,21.2,47911042,1.8430770743625497,21.15,0.6,yellow,False,False,False,False,
50,2019-03-18,21.25,21.8,21.15,21.7,38117535,1.8012882124995417,21.2,0.6,yellow,False,False,False,False,
51,2019-03-19,21.7,21.95,21.5,21.75,24444533,1.7448524877712817,21.7,0.6,yellow,False,False,False,False,
52,2019-03-20,21.65,21.65,21.3,21.45,27179411,1.6894247904091428,21.75,0.6,yellow,False,False,False,False,
53,2019-03-21,21.5,21.85,21.3,21.5,39427440,1.6379256293699465,21.45,0.6,yellow,False,False,False,False,
54,2019-03-22,21.5,21.6,20.85,21.25,32813133,1.5709503687973356,21.5,0.6,yellow,False,False,False,False,
55,2019-03-25,20.55,20.9,20.25,20.45,60884150,1.514415371807663,21.25,0.6,yellow,False,False,False,False,
56,2019-03-26,20.5,20.7,20.05,20.25,38915440,1.4605366640172954,20.45,0.6,yellow,False,False,False,False,
57,2019-03-27,20.2,20.6,20.1,20.45,35153649,1.4040972261236606,20.25,0.6,yellow,False,False,False,False,
58,2019-03-28,20.15,20.6,19.98,20.35,65934180,1.315980274028698,20.45,0.6,yellow,False,False,False,False,
59,2019-03-29,20.6,21.25,20.35,21.1,64588324,1.2590034932113416,20.35,0.6,yellow,False,False,False,False,
60,2019-04-01,21.45,21.8,21.25,21.4,54258486,1.2337228213824987,21.1,0.6,yellow,False,False,False,False,
61,2019-04-02,21.3,21.6,21.3,21.45,35454360,1.204994182389205,21.4,0.6,yellow,False,False,False,False,
62,2019-04-03,21.4,21.9,21.25,21.8,46491164,1.200008656431359,21.45,0.6,yellow,False,False,False,False,
63,2019-04-04,21.8,22.25,21.7,21.9,51344697,1.1940469515261827,21.8,0.6,yellow,False,False,False,False,
64,2019-04-08,22.2,22.2,21.7,21.9,51355602,1.1767979557134767,21.9,0.6,yellow,False,False,False,False,
65,2019-04-09,22.1,22.1,21.7,21.7,47502316,1.160034851693192,21.9,0.6,yellow,False,False,False,False,
66,2019-04-10,21.55,21.75,21.3,21.6,37954827,1.134366693762804,21.7,0.6,yellow,False,False,False,False,
67,2019-04-11,21.35,21.6,20.9,21.0,74864070,1.1227995077901776,21.6,0.6,yellow,False,False,False,False,
68,2019-04-12,20.9,21.05,20.8,21.05,43224427,1.1083450431584312,21.0,0.6,yellow,False,False,False,False,
69,2019-04-15,21.45,21.75,21.0,21.2,70695384,1.0846366832695014,21.05,0.6,yellow,False,False,False,False,
70,2019-04-16,21.0,21.9,21.0,21.85,53916844,1.0530659804512061,21.2,0.6,green,True,False,False,False,
71,2019-04-17,21.85,22.2,21.7,21.95,40612059,1.0354118573233069,21.85,0.6,green,False,False,False,False,
72,2019-04-18,21.8,22.0,21.6,21.9,26267019,1.017872932208355,21.95,0.6,green,False,False,False,False,
73,2019-04-23,22.0,22.8,21.85,22.25,100829301,1.000210365628246,21.9,0.6,green,False,False,False,False,
74,2019-04-24,22.3,22.5,21.75,22.05,38423950,0.9690383198336935,22.25,0.6,yellow,False,False,False,False,
75,2019-04-25,21.85,22.2,21.6,21.7,30986957,0.9256471756979203,22.05,0.6,yellow,False,False,False,False,
76,2019-04-26,21.95,22.3,21.75,21.9,46383938,0.8804568387478993,21.7,0.6,yellow,False,False,False,False,
77,2019-04-29,22.1,22.5,21.85,22.2,49742123,0.8629712318141088,21.9,0.6,yellow,False,False,False,False,
78,2019-04-30,22.1,22.35,21.8,22.2,35175754,0.8228422617701929,22.2,0.6,yellow,False,False,False,False,
79,2019-05-02,22.2,22.45,22.15,22.3,32614409,0.747146517336012,22.2,0.6,yellow,False,False,False,False,
80,2019-05-03,22.0,22.4,21.8,22.3,30399171,0.6800463369566432,22.3,0.6,yellow,False,False,False,False,
81,2019-05-06,21.2,21.4,20.55,20.95,99548574,0.6365091339101158,22.3,0.6,red,False,False,False,False,
82,2019-05-07,21.15,21.15,20.45,20.75,57383008,0.6322941707522949,20.95,0.6,red,False,False,False,False,
83,2019-05-08,20.3,20.55,19.96,20.1,72521703,0.6512938457174097,20.75,0.6,red,False,False,False,False,
84,2019-05-09,19.8,19.94,19.2,19.32,80404777,0.7217766062901597,20.1,0.6,red,False,False,False,False,
85,2019-05-10,19.68,20.1,19.28,19.56,63472776,0.7531170871376912,19.32,0.6,red,False,False,False,False,
86,2019-05-14,18.6,19.28,18.6,19.14,70990032,0.809970546201694,19.56,0.6,red,False,False,False,False,
87,2019-05-15,18.96,19.36,18.96,19.14,35978864,0.8675257803614952,19.14,0.6,red,False,False,False,False,
88,2019-05-16,19.0,19.22,18.84,19.1,30890924,0.9217158799029613,19.14,0.6,red,False,False,False,False,
89,2019-05-17,19.28,19.32,18.54,18.7,47031141,0.9646706956368025,19.1,0.6,yellow,False,True,False,False,
90,2019-05-20,18.7,18.84,18.12,18.3,52786146,1.030608082836607,18.7,0.6,yellow,False,False,False,False,buy
91,2019-05-21,18.26,18.64,18.18,18.32,41799514,1.086411449099593,18.3,0.6,yellow,False,False,False,False,
92,2019-05-22,18.52,18.66,18.34,18.42,22166633,1.1301435704351466,18.32,0.6,yellow,False,False,False,False,
93,2019-05-23,18.36,18.66,18.02,18.18,41830454,1.1939219541716466,18.42,0.6,yellow,False,False,False,False,
94,2019-05-24,18.1,18.5,18.1,18.18,29146754,1.2530968820958535,18.18,0.6,yellow,False,False,False,False,
95,2019-05-27,18.18,18.24,17.84,18.12,24917211,1.3106515127046867,18.18,0.6,yellow,False,False,False,False,
96,2019-05-28,18.02,18.32,18.02,18.18,42792547,1.3588988489334424,18.12,0.6,yellow,False,False,False,False,
97,2019-05-29,18.06,18.76,17.92,18.28,46351967,1.3986372959828675,18.18,0.6,yellow,False,False,False,False,
98,2019-05-30,18.5,18.56,18.16,18.26,29912002,1.4371105506167086,18.28,0.6,yellow,False,False,False,False,
99,2019-05-31,18.26,18.48,18.12,18.2,28690878,1.473750248827239,18.26,0.6,yellow,False,False,False,False,
100,2019-06-03,18.16,18.42,18.04,18.18,24347915,1.5010763621141798,18.2,0.6,yellow,False,False,False,False,
101,2019-06-04,18.3,18.32,17.62,17.78,48413529,1.536597938463337,18.18,0.6,yellow,False,True,False,False,
102,2019-06-05,18.02,18.24,17.7,17.8,29800991,1.5715736166826684,17.78,0.6,yellow,False,False,False,False,
103,2019-06-06,17.5,17.78,17.5,17.64,23612183,1.6067488405891803,17.8,0.6,yellow,False,False,False,False,
104,2019-06-10,18.02,18.46,17.98,18.24,58790822,1.6244632897027307,17.64,0.6,yellow,False,False,False,False,
105,2019-06-11,18.36,18.68,18.24,18.5,45241722,1.6411900734353833,18.24,0.6,yellow,False,False,False,False,
106,2019-06-12,18.32,18.52,18.2,18.34,29214596,1.660732270255916,18.5,0.6,yellow,False,False,False,False,
107,2019-06-13,18.06,18.18,17.74,18.12,46303628,1.6833497338730872,18.34,0.6,yellow,False,False,False,False,
108,2019-06-14,17.92,18.18,17.82,18.0,22602808,1.7076335218359764,18.12,0.6,yellow,False,False,False,False,
109,2019-06-17,18.06,18.3,17.88,18.06,15978022,1.7220903766370983,18.0,0.6,yellow,False,False,False,False,
110,2019-06-18,18.24,18.4,18.08,18.2,18540703,1.7265291831904097,18.06,0.6,yellow,False,False,False,False,
111,2019-06-19,18.74,18.94,18.68,18.76,47218747,1.7186670321347641,18.2,0.6,yellow,False,False,False,False,
112,2019-06-20,18.84,19.54,18.78,19.38,57555060,1.6960232598520464,18.76,0.6,yellow,False,False,False,False,
113,2019-06-21,19.44,19.56,19.22,19.32,46975370,1.6693381433174863,19.38,0.6,yellow,False,False,False,False,
114,2019-06-24,19.3,19.56,19.24,19.36,25020775,1.6403949375136422,19.32,0.6,yellow,False,False,False,False,
115,2019-06-25,19.34,19.34,18.8,19.08,37108707,1.6162398917719731,19.36,0.6,yellow,False,False,False,False,
116,2019-06-26,18.8,19.16,18.8,18.92,24603129,1.5937969168764492,19.08,0.6,yellow,False,False,False,False,
117,2019-06-27,19.08,19.44,19.02,19.3,32183345,1.580848919448796,18.92,0.6,yellow,False,False,False,False,
118,2019-06-28,19.3,19.38,19.12,19.24,21697490,1.5662357838499992,19.3,0.6,yellow,False,False,False,False,
119,2019-07-02,19.86,20.3,19.8,20.0,67425430,1.548820433327845,19.24,0.6,yellow,False,False,False,False,
120,2019-07-03,19.92,20.05,19.76,19.92,23689958,1.5121760101635857,20.0,0.6,yellow,False,False,False,False,
121,2019-07-04,19.92,20.1,19.84,19.9,19832761,1.46998520053635,19.92,0.6,yellow,False,False,False,False,
