,date_time,open,high,low,close,volume,SD,sdClosingPrice,multiplier,color,bullish_engulfing,bearish_engulfing,bullish_harami,bearish_harami,buy_sell
0,2019-01-02,39.0,39.1,38.0,38.25,3463492,,,0.6,yellow,False,False,False,False,
1,2019-01-03,38.45,39.0,38.15,38.7,2664134,,38.25,0.6,yellow,False,False,True,False,
2,2019-01-04,38.85,40.85,38.5,40.65,6956923,,38.7,0.6,yellow,False,False,False,False,
3,2019-01-07,41.45,41.45,40.5,41.2,5063099,,40.65,0.6,yellow,False,False,False,False,
4,2019-01-08,41.0,42.25,40.7,41.6,6835787,,41.2,0.6,yellow,True,False,False,False,
5,2019-01-09,42.3,42.45,41.8,42.0,5491474,,41.6,0.6,yellow,False,False,False,False,
6,2019-01-10,41.95,42.2,41.4,42.05,3831993,,42.0,0.6,yellow,False,False,False,False,
7,2019-01-11,42.25,42.5,41.75,42.4,3006323,,42.05,0.6,yellow,False,False,False,False,
8,2019-01-14,42.05,42.45,42.0,42.4,4182968,,42.4,0.6,yellow,False,False,False,False,
9,2019-01-15,42.5,43.2,42.2,43.0,4266214,,42.4,0.6,yellow,False,False,False,False,
10,2019-01-16,42.5,43.15,42.5,43.1,3709720,,43.0,0.6,yellow,False,False,False,False,
11,2019-01-17,43.05,43.05,42.2,42.65,4461261,,43.1,0.6,yellow,False,False,False,True,
12,2019-01-18,43.3,43.3,42.85,43.15,5119396,,42.65,0.6,yellow,False,False,False,False,
13,2019-01-21,43.35,43.75,43.05,43.4,3287513,,43.15,0.6,yellow,False,False,False,False,
14,2019-01-22,43.55,43.55,42.6,42.75,2821193,,43.4,0.6,yellow,False,True,False,False,
15,2019-01-23,42.4,43.25,42.35,43.05,2875522,,42.75,0.6,yellow,False,False,False,False,
16,2019-01-24,43.35,43.9,43.15,43.85,4737893,,43.05,0.6,yellow,False,False,False,False,
17,2019-01-25,43.9,44.8,43.85,44.4,6665481,,43.85,0.6,yellow,False,False,False,False,
18,2019-01-28,44.4,44.65,43.7,43.7,3570717,,44.4,0.6,yellow,False,False,False,False,
19,2019-01-29,43.7,44.0,43.3,43.95,3337611,,43.7,0.6,yellow,False,False,False,False,
20,2019-01-30,43.95,44.65,43.65,44.3,4681951,,43.95,0.6,yellow,False,False,False,False,
21,2019-01-31,44.15,44.5,44.1,44.45,4263209,,44.3,0.6,yellow,False,False,False,False,
22,2019-02-01,44.45,44.5,44.0,44.45,3139019,,44.45,0.6,yellow,False,False,False,False,
23,2019-02-04,44.05,44.4,43.7,44.35,2477917,,44.45,0.6,yellow,False,False,False,False,
