,date_time,open,high,low,close,volume,SD,sdClosingPrice,multiplier,color,bullish_engulfing,bearish_engulfing,bullish_harami,bearish_harami,buy_sell
0,2019-01-02,42.45,42.85,40.65,41.1,1703884,,,0.6,yellow,False,False,False,False,
1,2019-01-03,42.7,42.7,39.9,41.0,2556765,,41.1,0.6,yellow,False,False,False,False,
2,2019-01-04,40.2,41.6,40.0,41.4,2214702,,41.0,0.6,yellow,False,False,False,False,
3,2019-01-07,41.65,42.3,41.25,42.0,1986150,,41.4,0.6,yellow,False,False,False,False,
4,2019-01-08,42.15,43.3,41.5,42.45,1824471,,42.0,0.6,yellow,False,False,False,False,
5,2019-01-09,43.55,44.6,42.75,44.3,4792325,,42.45,0.6,yellow,False,False,False,False,
6,2019-01-10,45.1,45.1,43.65,44.4,5576295,,44.3,0.6,yellow,False,False,False,False,
7,2019-01-11,45.4,46.15,44.6,46.0,3830537,,44.4,0.6,yellow,False,False,False,False,
8,2019-01-14,46.95,46.95,44.5,44.6,2768925,,46.0,0.6,yellow,False,True,False,False,
9,2019-01-15,45.5,45.65,44.7,44.95,4147852,,44.6,0.6,yellow,False,False,False,False,
10,2019-01-16,45.5,46.45,45.05,46.0,3870800,,44.95,0.6,yellow,False,False,False,False,
11,2019-01-17,46.5,46.5,44.65,45.05,3091484,,46.0,0.6,yellow,False,True,False,False,
12,2019-01-18,45.5,46.8,45.25,46.45,2450248,,45.05,0.6,yellow,False,False,True,False,
13,2019-01-21,46.85,47.0,45.8,46.75,2929020,,46.45,0.6,yellow,False,False,False,False,
14,2019-01-22,46.85,47.5,46.05,46.65,2349644,,46.75,0.6,yellow,False,False,False,False,
15,2019-01-23,44.6,44.8,43.4,44.1,6877440,,46.65,0.6,yellow,False,False,False,False,
16,2019-01-24,42.55,43.4,42.3,42.9,7464597,,44.1,0.6,yellow,False,False,False,False,
17,2019-01-25,43.95,44.75,43.45,44.55,3868481,,42.9,0.6,yellow,False,False,False,False,
18,2019-01-28,44.5,45.4,43.9,45.3,2632279,,44.55,0.6,yellow,False,False,False,False,
19,2019-01-29,45.5,45.5,44.45,44.95,3278341,,45.3,0.6,yellow,False,False,False,False,
20,2019-01-30,45.95,45.95,44.85,45.8,3259877,,44.95,0.6,yellow,False,False,False,False,
21,2019-01-31,45.0,45.75,45.0,45.45,3073991,,45.8,0.6,yellow,False,False,False,False,
22,2019-02-01,45.6,47.15,45.55,45.85,2921989,,45.45,0.6,yellow,False,False,False,False,
23,2019-02-04,47.0,47.0,46.05,46.3,1127651,,45.85,0.6,yellow,False,False,False,False,
24,2019-02-08,45.55,46.95,45.5,46.1,3399059,,46.3,0.6,yellow,False,False,False,False,
