,date_time,open,high,low,close,volume,SD,sdClosingPrice,multiplier,color,bullish_engulfing,bearish_engulfing,bullish_harami,bearish_harami,buy_sell
0,2019-01-02,65.0,65.0,62.6,62.95,21983005,,,0.6,yellow,False,False,False,False,
1,2019-01-03,62.4,62.7,61.4,61.85,24916086,,62.95,0.6,yellow,False,False,False,False,
2,2019-01-04,61.2,63.45,61.0,63.45,25312949,,61.85,0.6,yellow,True,False,False,False,
3,2019-01-07,64.0,64.5,63.05,63.3,17478541,,63.45,0.6,yellow,False,False,False,False,
4,2019-01-08,63.8,64.25,63.3,64.0,19412127,,63.3,0.6,yellow,False,False,False,False,
5,2019-01-09,65.5,65.95,65.0,65.9,31453181,,64.0,0.6,yellow,False,False,False,False,
6,2019-01-10,67.0,67.0,65.6,66.8,22276664,,65.9,0.6,yellow,False,False,False,False,
7,2019-01-11,67.5,67.5,66.75,67.3,17283945,,66.8,0.6,yellow,False,False,False,False,
8,2019-01-14,67.45,67.45,66.35,67.1,13877459,,67.3,0.6,yellow,False,False,False,False,
9,2019-01-15,68.0,69.6,67.55,69.6,24123373,,67.1,0.6,yellow,False,False,False,False,
10,2019-01-16,69.15,69.75,68.55,69.7,21794363,,69.6,0.6,yellow,False,False,False,False,
11,2019-01-17,69.8,69.8,68.45,68.65,15304850,,69.7,0.6,yellow,False,True,False,False,
12,2019-01-18,69.0,70.0,68.6,69.9,18072715,,68.65,0.6,yellow,False,False,False,False,
13,2019-01-21,69.55,69.85,68.5,68.6,15291494,,69.9,0.6,yellow,False,False,False,False,
14,2019-01-22,68.5,68.9,68.0,68.8,17501677,,68.6,0.6,yellow,False,False,False,False,
15,2019-01-23,68.0,68.9,67.8,68.45,12909665,,68.8,0.6,yellow,False,False,False,False,
16,2019-01-24,68.05,68.5,67.1,68.3,17567794,,68.45,0.6,yellow,False,False,False,False,
17,2019-01-25,69.5,69.7,68.55,69.5,15737447,,68.3,0.6,yellow,False,False,False,False,
18,2019-01-28,70.0,70.4,69.25,69.9,12993271,,69.5,0.6,yellow,False,False,False,False,
19,2019-01-29,68.3,69.5,68.25,68.65,23856227,,69.9,0.6,yellow,False,False,False,False,
20,2019-01-30,68.0,68.95,67.7,68.85,23329703,,68.65,0.6,yellow,False,False,False,False,
21,2019-01-31,69.3,70.85,69.15,70.5,24201592,,68.85,0.6,yellow,False,False,False,False,
22,2019-02-01,71.2,71.2,68.8,69.9,19772828,,70.5,0.6,yellow,False,False,False,False,
23,2019-02-04,72.0,72.55,71.1,72.45,24289373,,69.9,0.6,yellow,False,False,False,False,
24,2019-02-08,73.0,74.35,72.05,74.05,41814577,,72.45,0.6,yellow,False,False,False,False,
25,2019-02-11,73.8,74.4,73.65,74.4,28823625,,74.05,0.6,yellow,False,False,False,False,
26,2019-02-12,73.9,74.0,72.6,73.0,28688709,,74.4,0.6,yellow,False,False,False,False,
27,2019-02-13,72.25,74.5,72.25,74.5,24595799,,73.0,0.6,yellow,True,False,False,False,
28,2019-02-14,73.9,75.15,73.5,74.8,18764234,,74.5,0.6,yellow,False,False,False,False,
